2.729299;1.896902;1.937855;10.65472;12;11.80344;5.365029;4.673011;11.84366;12;2.027457;1.861169;2.349878;12;12;12;4.617665;6.06589;0.4768608;3.564734;0.05810118;0;-0.01305151:
2.519909;1.831344;1.895117;10.55725;12;11.70237;5.418574;4.605717;11.83105;12;1.943494;1.811896;2.327386;12;12;12;4.579443;5.718614;0.4769372;3.530817;-0.05394149;0;0.01263428:
2.347996;1.77001;1.856363;10.46126;12;11.60729;5.478005;4.547089;11.82138;12;1.866674;1.765872;2.308833;12;12;12;4.546833;5.480788;0.4768183;3.497923;0.05617368;0;-0.01284218:
2.199328;1.711601;1.820449;10.36356;12;11.51046;5.558337;4.490245;11.81062;12;1.793994;1.722186;2.296556;12;12;12;4.516344;5.282594;0.4766694;3.464273;-0.05384851;0;0.01260424:
2.073094;1.65803;1.788202;10.26849;12;11.41657;5.66931;4.438435;11.80011;2.797621;1.727706;1.682133;2.290764;12;12;12;4.490302;5.118102;0.4765188;3.431382;9.936094E-05;0;-4.768372E-06:
1.859656;1.559879;1.732052;10.07721;12;11.22874;12;4.344699;11.77895;2.281969;1.606835;1.609216;2.303175;12;12;12;4.44962;4.84368;0.4762027;3.364764;0.004985452;0;-0.000500679:
1.76955;1.515958;1.708977;9.982304;12;11.13607;12;4.303417;11.76844;2.117409;1.552804;1.577073;2.325957;12;12;12;4.435713;4.728118;0.4760399;3.331485;0.002740145;0;-0.000275135:
1.688398;1.475401;1.689523;9.887801;12;11.04415;12;4.265801;11.75797;1.981033;1.502798;1.547909;2.365201;12;12;12;4.426386;4.623712;0.4758741;3.298196;0.002869248;0;-0.0002818108:
1.616449;1.43816;1.672436;9.793907;12;10.95376;12;4.232195;5.63588;1.864831;1.456726;1.521857;2.429546;12;12;12;4.42194;4.528985;0.4758844;3.264912;0.003009915;0;-0.000292778:
1.55014;1.40325;1.658302;9.699747;12;10.8649;12;4.203522;5.317296;1.762747;1.413532;1.498046;2.537599;12;12;12;4.423593;4.443845;0.4758868;3.231545;0.05928898;0;-0.01295376:
1.489008;1.371817;1.650577;9.60581;12;10.77585;12;4.178159;5.104378;1.673344;1.374103;1.477608;2.827724;12;12;12;4.430926;4.36635;0.4756798;3.198183;0.003414214;0;-0.0003023148:
1.386117;1.3201;1.651088;9.419124;12;10.6004;12;4.138518;4.779202;1.526037;1.307276;1.448774;10.01792;12;12;12;4.464031;4.230174;0.4753941;3.13136;0.0002295971;0;-1.430511E-05:
1.34329;1.300388;1.662629;9.327699;12;10.51359;12;4.12372;4.654932;1.466195;1.280116;1.440939;9.897155;12;12;12;4.491077;4.171373;0.4751426;3.098304;-0.0523113;0;0.01223373:
1.305212;1.284208;1.68208;9.235994;12;10.4268;12;4.112815;4.54401;1.413044;1.256405;1.437447;9.776683;12;12;12;4.527179;4.117681;0.4748958;3.064962;0.0003079772;0;-2.098083E-05:
1.27169;1.27168;1.711028;9.143966;12;10.34017;12;4.106176;4.444307;1.366028;1.23618;1.438696;9.656437;12;12;12;4.574167;4.069046;0.4746559;3.031337;0.004466712;0;-0.0004310608:
1.243538;1.263234;1.750252;9.054766;12;10.25672;12;4.104158;4.357242;1.326073;1.220049;1.444919;9.540485;12;12;11.8476;4.632218;4.026804;0.4744314;2.998591;0.005215228;0;-0.0004968643:
1.198951;1.258036;1.879657;8.872895;12;10.0887;12;4.114948;4.204799;1.260438;1.198067;1.475323;9.305964;12;12;11.24205;4.80383;3.955337;0.4740006;2.931425;0.01228023;0;-0.001137733:
1.183451;1.26169;1.98057;8.785276;12;10.00902;12;4.128142;4.141942;1.235896;1.192871;1.499963;9.193889;12;12;11.01298;4.925646;3.92786;0.4738093;2.898896;0.007287502;0;-0.0006718636:
1.171577;1.269824;2.136079;8.696047;12;9.928959;12;4.147648;4.084345;1.215359;1.191306;1.533074;9.080408;12;12;10.80104;5.097246;3.904541;0.4736285;2.865685;0.008471608;0;-0.0007629395:
1.16361;1.28264;2.472558;8.606967;12;9.850366;12;4.17395;4.032917;1.199168;1.193598;1.575618;8.967812;12;12;10.60523;5.375953;3.88598;0.4734662;2.832464;0.009533525;0;-0.0008454323:
1.159465;1.300383;12;8.517912;12;9.773499;12;4.208005;3.987291;1.187125;1.199829;1.629538;8.856041;12;12;10.42197;12;3.87221;0.4733297;2.799229;0.0115723;0;-0.001008511:
1.159054;1.323286;12;8.428754;12;9.698833;12;4.251173;3.947201;1.179046;1.210088;1.697675;8.745074;12;12;10.24903;12;3.86331;0.4732311;2.765993;0.01454052;0;-0.001232147:
1.168914;1.384723;12;8.245666;12;9.562304;12;4.380644;3.881471;1.173972;1.243365;1.900941;8.52314;12;12;9.925384;12;3.860799;0.4734007;2.698862;0.04740241;0;-0.003769875:
1.177482;1.420049;12;8.153458;12;9.509018;12;4.477384;3.857824;1.175654;1.264883;2.055756;8.415698;12;12;9.779486;12;3.868221;0.4738112;2.666207;0.08512807;0;-0.01162004:
1.188757;1.461144;12;8.054142;12;9.464316;12;4.615426;3.839935;1.180043;1.291453;2.335865;8.302448;12;12;9.632689;12;3.882547;0.4744609;2.63172;0.0823907;0;-0.004544258:
1.201273;1.503615;12;7.959844;12;9.434138;12;4.79439;3.830457;1.186498;1.320166;12;8.196433;12;12;9.5013;12;3.902193;0.4752324;2.59939;0.08697709;0;0.001419544:
1.216198;1.551942;12;7.861349;12;9.417492;12;5.077211;3.828432;1.195635;1.354221;12;8.086851;12;12;9.371003;12;3.928941;0.4761974;2.565915;0.08151354;0;0.001411438:
1.251865;1.664371;12;7.6637;12;9.440162;12;12;3.850246;1.221413;1.437534;12;7.868136;12;12;9.1262;12;4.002825;0.4785545;2.498941;0.1684932;0;0.003168583:
1.272728;1.730617;12;7.564636;12;9.489788;12;12;3.875392;1.238281;1.488598;12;7.758166;12;12;9.010174;12;4.05084;0.4799331;2.465193;0.08418977;0;0.001718521:
1.295472;1.804782;12;7.466588;12;9.576707;10.09784;12;3.910824;1.257796;1.546947;12;7.648555;12;12;8.89887;12;4.106416;0.4814205;2.431506;0.0847653;0;0.001820087:
1.319971;1.888267;12;7.370285;12;9.719369;9.65561;12;3.957062;1.279928;1.613614;12;7.539811;12;12;8.792534;12;4.169616;0.482998;2.398041;0.08454539;0;0.001920223:
1.346363;1.984203;12;7.275366;12;9.970198;9.329345;12;4.015295;1.304901;1.690854;12;7.431297;12;12;8.690288;12;4.241244;0.4846674;2.364603;0.08387703;0;0.002010822:
1.406471;2.249545;12;7.087916;12;12;8.846781;12;4.171323;1.364564;1.892126;12;7.213152;12;12;8.495764;12;4.414123;0.4880403;2.297245;0.1698218;0;0.004476547:
1.442815;2.486434;12;6.994734;12;12;8.666423;12;4.265924;1.400804;2.030181;12;7.104729;12;12;8.402661;12;4.516666;0.4894518;2.263524;0.001235962;0;0.000120163:
1.484704;12;12;6.900323;12;12;8.508687;12;4.373584;1.442591;2.216261;12;6.995771;12;12;8.3108;12;4.633677;0.4907115;2.229403;3.528595E-05;0;2.384186E-06:
1.530805;12;12;6.807873;12;12;8.372697;12;4.49162;1.488554;2.495785;12;6.890273;12;12;8.22347;12;4.763619;0.4917927;2.196144;1.949072E-05;0;-2.384186E-06:
1.583199;12;12;6.713607;12;12;8.24847;12;4.627033;1.540754;12;12;6.784019;12;12;8.137124;12;4.916194;0.4927613;2.162427;1.341105E-05;0;-3.814697E-06:
1.641732;12;12;6.618753;12;12;8.135093;12;4.782223;1.599001;12;12;6.678474;12;12;8.052948;12;5.098209;0.4936154;2.128715;-3.528595E-05;0;6.198883E-06:
1.780384;12;12;6.426346;12;12;7.932002;12;5.187912;1.736631;12;12;6.468328;12;12;7.890119;12;5.664157;0.4950403;2.060932;2.294779E-05;0;-5.722046E-06:
1.86039;12;12;6.331029;12;12;7.841642;12;5.477919;1.815793;12;12;6.365984;12;12;7.813143;12;11.6819;0.4956189;2.027601;-1.078844E-05;0;5.245209E-06:
1.950528;12;12;6.234412;12;12;7.755473;12;6.023285;1.90475;12;12;6.263259;12;12;7.737437;12;11.69139;0.4961351;1.993933;2.145767E-06;0;2.861023E-06:
2.052704;12;12;6.136511;12;12;7.67291;12;11.68017;2.005257;12;12;6.160097;12;12;7.663005;12;11.70099;0.4965954;1.959907;-2.8193E-05;0;-4.768372E-07:
2.165781;12;12;6.040402;12;12;7.595897;12;11.69172;2.116013;12;12;6.059624;12;12;7.592078;12;11.7104;0.4969928;1.926558;1.66893E-05;0;0:
2.447979;12;12;5.845941;12;12;7.450422;12;11.7145;2.38967;12;12;5.858324;12;12;7.454761;12;11.72942;0.4976608;1.859113;3.695488E-06;0;-1.049042E-05:
2.629293;12;12;5.749046;12;12;7.382446;12;11.7256;2.562532;12;12;5.758843;12;12;7.389337;12;11.73891;0.4979362;1.825468;-1.829863E-05;0;4.768372E-07:
2.859743;12;12;5.652176;12;12;7.317166;12;11.73656;2.776675;12;12;5.659822;12;12;7.325882;12;11.74841;0.4981796;1.791769;1.913309E-05;0;4.768372E-06:
3.203064;12;12;5.555124;12;12;7.254291;12;11.74742;3.071922;12;12;5.560998;12;12;7.26426;12;11.75796;0.4983953;1.757926;1.7941E-05;0;-1.907349E-06:
11.84111;12;12;5.459147;12;12;7.194476;12;11.75806;11.75021;12;12;5.463582;12;12;7.205254;12;11.76743;0.4985838;1.724357;-1.585484E-05;0;-9.536743E-07:
12;12;12;5.265759;12;12;7.080839;12;11.77925;11.93527;12;12;5.26806;12;12;7.092286;12;11.78661;0.4989009;1.656343;6.735325E-06;0;1.907349E-06:
12;12;12;5.172312;12;12;7.029173;12;11.78939;12;12;12;5.17387;12;12;7.040616;12;11.79594;0.4990281;1.623268;-1.972914E-05;0;9.536743E-07:
12;12;12;5.077475;12;12;6.97892;12;11.79965;12;12;12;5.078433;12;12;6.990209;12;11.80546;0.4991428;1.589547;1.752377E-05;0;-1.907349E-06:
12;12;12;4.981628;12;12;6.930397;12;11.80999;12;12;12;4.982107;12;12;6.94142;12;11.81512;0.4992456;1.555293;-2.497435E-05;0;-2.384186E-06:
12;12;12;4.889143;12;12;6.885798;12;11.81994;12;12;12;4.889265;12;12;6.896478;12;11.82449;0.4993333;1.522068;4.172325E-05;0;6.198883E-06:
12;12;12;4.796108;12;12;6.843211;12;11.82994;12;12;12;4.795955;12;12;6.8535;12;11.83397;0.4994117;1.488464;-3.98159E-05;0;4.768372E-07:
12;12;12;4.607387;12;12;6.764325;8.276435;11.85022;12;12;12;4.606877;12;12;6.773717;8.167487;11.85336;0.4995448;1.419701;8.881092E-06;0;4.768372E-07:
12;12;12;4.519496;12;12;6.731269;7.893693;11.85969;12;12;12;4.518884;12;12;6.740234;7.838273;11.86248;0.4995963;1.387388;1.311302E-06;0;-8.106232E-06:
12;12;6.181602;4.428349;12;12;6.699694;7.617918;11.86952;12;12;6.371997;4.42767;12;12;6.708211;7.582194;11.87198;0.4996439;1.353675;-1.084805E-05;0;6.198883E-06:
12;12;5.742329;4.33774;12;12;6.671236;7.394528;11.87932;12;12;5.786446;4.337024;12;12;6.679316;7.369408;11.8815;0.4996859;1.319948;2.384186E-06;0;-8.106232E-06:
12;12;5.450922;4.247795;12;12;6.646111;7.202537;11.88907;12;12;5.477134;4.247064;12;12;6.653775;7.184099;11.891;0.499723;1.286252;-2.861023E-06;0;2.861023E-06:
12;12;4.995214;4.069721;12;12;6.606735;6.87805;11.9085;12;12;5.007984;4.069005;12;12;6.613622;6.867436;11.91001;0.4997844;1.218873;-6.318092E-06;0;4.291534E-06:
12;12;4.799911;3.981407;12;12;6.59303;6.736622;11.9182;12;12;4.80937;3.980716;12;12;6.599567;6.728419;11.91953;0.4998099;1.185116;1.204014E-05;0;-1.144409E-05:
12;12;4.619159;3.893948;12;12;6.583848;6.6063;11.92785;12;12;4.626315;3.893286;12;12;6.590073;6.599906;11.92902;0.4998323;1.151452;1.090765E-05;0;1.621246E-05:
12;12;4.449468;3.807129;12;12;6.579624;6.485128;11.93748;12;12;4.454952;3.8065;12;12;6.585558;6.480122;11.93852;0.499852;1.117797;-1.400709E-05;0;-1.621246E-05:
12;12;4.288623;3.72084;12;12;6.580925;6.371779;11.9471;12;12;4.292865;3.720251;12;12;6.586611;6.367847;11.94802;0.4998695;1.084106;2.843142E-05;0;9.059906E-06:
12;11.84302;3.985705;3.548354;12;12;6.603715;6.163512;11.96651;12;11.8459;3.988281;3.547843;12;12;6.609015;6.161086;11.96723;0.4998987;1.016005;-3.606081E-05;0;-4.768372E-06:
12;11.77251;3.847691;3.465641;12;12;6.626677;6.07131;11.97591;12;11.77476;3.849723;3.465168;12;12;6.631858;6.069396;11.97654;0.4999104;0.9829741;6.377697E-06;0;4.768372E-06:
12;11.70456;3.712076;3.381953;12;12;6.660274;5.982608;11.98549;12;11.70629;3.71368;3.381517;12;12;6.66541;5.981104;11.98604;0.4999208;0.949296;1.758337E-05;0;1.239777E-05:
12;11.64154;3.583323;3.300333;12;12;6.705856;5.900278;11.99488;12;11.64285;3.584596;3.29993;12;12;6.71103;5.899093;11.99538;0.4999298;0.9161909;-0.009638369;0;0.1023169:
12;11.58291;3.460352;3.220449;12;12;6.766825;5.823503;12;12;11.58389;3.461368;3.22008;12;12;6.772164;5.822572;12;0.4999378;0.8835332;-0.009583116;0;0.1023884:
12;11.52902;3.343897;3.14309;12;12;6.847817;5.752594;12;12;11.52974;3.34471;3.142751;12;12;6.853528;5.751863;12;0.4999447;0.8516561;-0.009676218;0;0.1028171:
12;11.43316;3.126049;2.993994;12;12;7.130967;5.625113;12;12;11.43349;3.126577;2.993711;12;12;7.139793;5.624669;12;0.499956;0.7894855;-0.01924825;0;0.2047358:
12;11.39035;3.022909;2.921443;12;12;12;5.567325;12;12;11.39056;3.023334;2.921184;12;12;12;5.566985;12;0.4999608;0.7588642;-0.009645939;0;0.1024776:
12;11.35145;2.924974;2.851398;12;12;12;5.514122;12;12;11.35156;2.925317;2.851161;12;12;12;5.513864;12;0.4999648;0.7290596;-0.009803653;0;0.1039195:
12;11.31674;2.83331;2.784825;12;12;12;5.465898;12;12;11.31675;2.83359;2.784607;12;12;12;5.465704;12;0.4999684;0.7005039;-0.009655356;0;0.1032119:
12;11.28457;2.743848;2.718911;12;12;12;5.420395;12;12;11.28453;2.744076;2.718712;12;12;12;5.420255;12;0.4999716;0.6720026;-0.009489179;0;0.100884:
12;11.22932;2.575981;2.592732;12;12;12;5.33955;12;12;11.22918;2.576132;2.592565;12;12;12;5.339484;12;0.4999768;0.6167724;-0.01934114;0;0.2054157:
12;11.20551;2.495632;2.531185;12;12;12;5.303135;12;12;11.20533;2.495754;2.531032;12;12;12;5.303098;12;0.499979;0.5894944;-0.009682745;0;0.1028566:
12;11.18525;2.421611;2.473825;12;12;12;5.271013;12;12;11.18505;2.421712;2.473685;12;12;12;5.270999;12;0.499981;0.5638615;-0.009837598;0;0.1048656:
12;11.16708;2.349049;2.416981;12;12;12;5.240939;12;12;11.16686;2.349131;2.416852;12;12;12;5.240943;12;0.4999827;0.5382493;-0.009476215;0;0.1008272:
12;3.547096;2.279497;2.361923;12;12;12;5.213518;12;12;3.548825;2.279564;2.361804;12;12;12;5.213533;12;0.4999842;0.5132332;-0.009716004;0;0.1030602:
12;3.048975;2.148912;2.257027;11.95763;12;12;5.16607;12;12;3.049595;2.148957;2.256927;11.95653;12;12;5.166107;12;0.4999869;0.4649735;-0.01938295;0;0.2064891:
12;2.876997;2.087602;2.207089;11.88774;12;12;5.145777;12;12;2.877445;2.087638;2.206997;11.88673;12;12;5.145821;12;0.499988;0.4417053;-0.009644628;0;0.1026778:
12;2.72928;2.02884;2.158813;11.81959;12;12;5.127628;12;12;2.729623;2.02887;2.158728;11.81868;12;12;5.127677;12;0.499989;0.4190192;-0.009735286;0;0.1031828:
12;2.599024;1.972539;2.112175;11.7532;12;12;5.111508;12;12;2.599291;1.972563;2.112097;11.75236;12;12;5.111561;12;0.4999899;0.3969162;-0.009672284;0;0.1032844:
