8,-100,0,-0.5,8,-100,0,-0.5,8,-100,0,-0.5,8,-100,0,-0.5,8,-100,0,-0.5,-0.3790604,4,0,0,-0.00292826
4.081039,9,1,0.8889052,4.983172,-43,1,-0.8889052,5.350469,28,1,0.8889052,5.360685,-68,1,-0.8889052,5.907597,0,0.9999995,0.8889052,-0.3794927,4,0,0,-0.00292826
4.078756,9,1,0.8870474,4.987033,-43,1,-0.8862646,5.34617,28,1,0.886941,5.366599,-68,0.9999998,-0.8859468,5.906427,0,1,0.8866559,-0.3819279,4,0,0,-0.00292826
4.06583,8,1,0.8292429,5.009179,-44,1.000001,-0.8042847,5.321649,27,0.9999993,0.8258606,5.400582,-68,1,-0.7941266,5.899751,0,1,0.8167657,-0.382753,4,0,0,-0.00292826
4.057706,8,0.9999989,0.8267949,5.019464,-44,0.9999998,-0.8008047,5.307569,27,1.000001,0.8232753,5.419058,-68,1,-0.7902098,5.893939,0,0.9999998,0.8138033,-0.3836055,4,0,0,-0.00292826
4.049227,8,0.9999993,0.8243757,5.030221,-44,1,-0.7973653,5.292824,27,0.9999995,0.8207206,5.438401,-68,1,-0.7863362,5.887829,-1,1,-0.8108758,-0.3839656,4,0,0,-0.00292826
4.045599,8,0.9999996,0.8239853,5.034811,-44,0.9999998,-0.7968072,5.286504,27,1,0.8203081,5.446676,-69,0.9999996,-0.7857061,5.885193,-1,1,-0.8104017,-0.3843665,4,0,0,-0.00292826
4.041565,7,0.9999997,0.823507,5.039941,-44,1.000001,-0.7961237,5.279462,27,1,0.8198027,5.45591,-69,1,-0.7849343,5.882263,-1,0.9999996,-0.8098212,-0.3847428,4,0,0,-0.00292826
4.037786,7,0.9999994,0.8230942,5.044775,-44,1,-0.7955336,5.272846,27,1,0.8193665,5.464599,-69,1,-0.7842677,5.879515,-1,0.9999996,-0.8093202,-0.3851218,4,0,0,-0.00292826
4.033988,7,1,0.8226822,5.049662,-45,0.9999999,-0.7949444,5.266176,27,1,0.8189309,5.473371,-69,0.9999997,-0.7836022,5.87675,-1,0.9999996,-0.8088199,-0.385473,4,0,0,-0.00292826
4.030476,7,0.9999995,0.8223355,5.054205,-45,1,-0.7944478,5.259993,27,0.9999996,0.8185645,5.481513,-69,1,-0.7830411,5.874193,-1,1,-0.8083988,-0.38583,4,0,0,-0.00292826
4.026912,7,1,0.8219815,5.058842,-45,1,-0.7939414,5.253702,27,0.9999999,0.8181905,5.489811,-69,1,-0.7824685,5.871596,-1,1,-0.8079688,-0.3861945,4,0,0,-0.00292826
4.023284,7,1,0.8216178,5.063591,-45,1,-0.7934211,5.247279,27,1,0.8178065,5.498296,-69,0.9999999,-0.7818804,5.868951,-1,0.9999999,-0.8075272,-0.3865539,4,0,0,-0.00292826
4.019714,7,0.9999996,0.8212699,5.06829,-45,0.9999996,-0.7929232,5.240941,27,1,0.8174388,5.50668,-69,0.9999998,-0.7813168,5.866348,-1,1,-0.8071045,-0.3869738,4,0,0,-0.00292826
4.015555,7,0.9999998,0.8207992,5.0738,-45,1,-0.7922506,5.233535,26,1.000001,0.8169417,5.516495,-69,0.9999997,-0.7805563,5.863313,-1,1,-0.8065336,-0.3873419,4,0,0,-0.00292826
4.011916,6,0.9999999,0.8204464,5.07865,-45,1,-0.7917453,5.227036,26,1.000001,0.8165689,5.52512,-69,1.000001,-0.7799845,5.860656,-2,0.9999999,-0.8061052,-0.3877093,4,0,0,-0.00292826
4.008292,6,1,0.8201002,5.083508,-45,0.9999998,-0.7912496,5.220545,26,0.9999994,0.8162031,5.533747,-69,1,-0.7794234,5.858008,-2,0.9999999,-0.8056846,-0.3880603,4,0,0,-0.00292826
4.00484,6,1,0.8197898,5.088164,-45,1,-0.7908047,5.214345,26,1,0.8158751,5.542002,-69,1,-0.7789196,5.855485,-2,1,-0.8053073,-0.388466,4,0,0,-0.00292826
4.000862,6,1,0.8193785,5.093565,-46,1,-0.7902164,5.207176,26,1,0.8154407,5.551559,-69,1,-0.7782535,5.852577,-2,0.9999999,-0.804808,-0.3889236,4,0,0,-0.00292826
3.99639,6,1.000001,0.8188627,5.09968,-46,1,-0.7894796,5.199089,26,1,0.8148963,5.562364,-69,1,-0.7774194,5.849306,-2,1,-0.8041826,-0.3892908,4,0,0,-0.00292826
3.992807,6,0.9999999,0.8185408,5.104611,-46,0.9999996,-0.7890183,5.192589,26,1,0.8145561,5.571061,-70,0.9999996,-0.7768962,5.846683,-2,0.9999999,-0.8037913,-0.3896546,4,0,0,-0.00292826
3.989269,6,0.9999999,0.8182299,5.109511,-46,1,-0.7885727,5.186151,26,0.9999999,0.8142276,5.57969,-70,0.9999998,-0.7763907,5.844091,-2,1,-0.8034134,-0.3899971,4,0,0,-0.00292826
