0,0.0009479966,0.0002743682,0.007463545,0.0004989349,0.0005429276,0.0007430284,0.003834864,0.0009858091,0.0211168,0.001006245,0.0008039573,0.001791199,0.00090377,0.0007590811,0.00269079,0.003484911,0.001044417,0.001657022,0.0002016624,1,0,1,-0.1791658,4,0,-1.092605
0,0,0.001223892,0.007347621,0.0005328555,0.000679656,0.0006742888,0.002947699,0.0019543,0.0210915,0.0009561302,0.0009531397,0.001792832,0.0009069352,0.0007594981,0.002686029,0.003495079,0.001046207,0.00165655,0,1,0,1,-0.1723594,4,0,-1.092605
0,0,0.0009508952,0.007318986,0.0009229033,0.0006816745,0.000570802,0.003015082,0.001719769,0.0214892,0.0009589802,0.0009575723,0.001664384,0.001042725,0.0003952833,0.003043044,0.003510532,0.001048929,0.001655649,0,1,0,1,-0.1677194,4,0,-1.092605
0,0,0.0009521877,0.001863918,0.006438939,0.0006830732,0.0005721839,0.003022561,0.001724063,0.02141493,0.001014177,0.001055074,0.001665769,0.001046314,0.0003959376,0.002880024,0.00367827,0.00105077,0.001654965,0,1,0,1,-0.1627349,4,0,-1.092605
0,0,0.0009536431,0.001869366,0.00650086,0.0006845965,0.0005736886,0.003030708,0.001668562,0.02155297,0.001016542,0.0008207498,0.001129442,0.001530334,0.0002954488,0.003269944,0.003597807,0.0007077599,0.001792326,0.0002986284,1,0,1,-0.1574665,4,0,-1.092605
0,0,0.0009552551,0.001875259,0.00656833,0.0006862296,0.0005753014,0.001984497,0.002472049,0.02181453,0.001095404,0.0007240501,0.0012307,0.001533768,0.0002967283,0.003263309,0.001688686,0.002629855,0.00179191,0.0002990015,1,0,1,-0.1523224,4,0,-1.092605
0,0,0.0009569001,0.0008010832,0.007481484,0.0008252516,0.0001855062,0.002477179,0.002405199,0.001374542,0.02169283,0.0007271974,0.001231994,0.0010082,0.000826863,0.003256571,0.00169162,0.002561586,0.001869242,0.000299358,1,0,1,-0.1476398,4,0,-1.092605
0,0,0.0009584558,0.0008030072,0.00741232,0.000962899,0.0001858368,0.002419471,0.002475607,0.001378327,0.02176259,0.0007300758,0.00123315,0.0009094548,0.000929736,0.0009361529,0.003891044,0.002687371,0.001744605,0.0004238744,1,0,1,-0.1424377,4,0,-1.092605
0,0,0.0009602557,0.0006961225,0.007596983,0.0007754969,0.0003762853,0.001046572,0.003609205,0.0015231,0.02163566,0.001049077,0.0003397976,0.001804841,0.0009335012,0.0007624929,0.003726596,0.002911253,0.0008526876,0.001434623,1,0,1,-0.1361601,4,0,-1.092605
0,0,0.0009625316,0.0002794816,0.008110704,0.0005118347,0.0005549621,0.0007606767,0.003936061,0.00101043,0.02184148,0.001028059,0.000831146,0.001806573,0.0009380362,0.0007629113,0.003636493,0.003005941,0.000853928,0.001433093,1,0,1,-0.1307968,4,0,-1.092605
0,0,0,0.001244661,0.008195778,0.0003749649,0.0006948492,0.0007628017,0.002956155,0.002005385,0.02181832,0.001127618,0.0008342774,0.001807982,0.0009419129,0.0007632503,0.002621484,0.003599655,0.001064583,0.001646868,1,0,1,-0.1251544,4,0,-1.092605
