0.09224822,0.134335,0.003771538,0.01982404,0.008117988,0.2172581,0.377077,0.04823727,0.09803583,0.06005821,0.4778026,-0.1988182,-0.6396782,-0.1428268,0.5929912,0,0,0,-0.001447117,5,0,7.990649,0,0,0.154037
0.09025287,0.142373,0.003824238,0.02002658,0.008207261,0.2140394,0.3906686,0.04870854,0.09887052,0.06038956,0.4747562,-0.2022306,-0.6573521,-0.1393784,0.5901828,0,0,0,-0.002065197,5,0,7.955353,0,0,0.07763778
0.0881184,0.1508519,0.003882068,0.0202474,0.008305766,0.2105213,0.404757,0.04922068,0.09977052,0.06075494,0.473091,-0.2041039,-0.6787987,-0.137484,0.5886372,0,0,0,-0.002541951,5,0,7.920461,0,0,0.06004732
0.08605325,0.158613,0.003940833,0.02046541,0.008404323,0.2070462,0.4174456,0.0497375,0.1006486,0.06112035,0.4718239,-0.2055353,-0.6987236,-0.1360355,0.5874537,0,0,0,-0.002936122,5,0,7.886947,0,0,0.05125573
0.07673364,0.1651315,0.003998133,0.02067414,0.008500065,0.2037214,0.4279515,0.05023704,0.1014794,0.06147524,0.4707872,-0.2067094,-0.7160822,-0.1348478,0.586483,0,0,0,-0.003262522,5,0,7.856801,0,0,0.04686069
0.07523876,0.1699235,0.004058942,0.02086101,0.00858707,0.2007487,0.4355738,0.05077365,0.1022148,0.06179772,0.4699357,-0.207674,-0.7293364,-0.1338706,0.585684,0,0,0,-0.003675828,5,0,7.816404,0,0,0.04393093
0.07328042,0.1743451,0.004136706,0.02110967,0.008705051,0.1967994,0.442479,0.05144713,0.1031803,0.06223484,0.468856,-0.2088859,-0.752193,-0.1326426,0.5846794,0,0,0,-0.004067032,5,0,7.774371,0,0,0.03953663
0.07130045,0.176132,0.004217579,0.02136549,0.00882933,0.1927439,0.4450855,0.05213767,0.1041577,0.06269561,0.4678572,-0.2100199,-0.7749119,-0.1314932,0.5837373,0,0,0,-0.004384352,5,0,7.736478,0,0,0.03514271
0.2337582,0.01094652,0.004295941,0.02159287,0.00894262,0.443221,0.06660293,0.05280388,0.1050119,0.06311615,-0.2109284,0.4456998,-0.7917371,-0.130572,0.5829812,0,0,0,-0.004639216,5,0,7.698903,0,0,0.02782024
0.0835181,0.007505752,0.006886152,0.0245193,0.01144147,0.1979571,0.06603348,0.07213813,0.1127419,0.07263732,-0.2160906,0.1648702,-0.9453899,-0.1253338,0.5786766,0,0,0,-0.006783766,5,0,6.941602,0,0,0.02782024
0.08116545,0.007543786,0.007042853,0.0245452,0.01153825,0.1925732,0.06596949,0.07317522,0.1125916,0.07302272,-0.2166184,0.1587556,-0.9475374,-0.1247973,0.5782355,0,0,0,-0.007003602,5,0,6.911039,0,0,0.02782024
0.07875595,0.00758611,0.007225215,0.01209321,0.02411907,0.186951,0.06589466,0.0743674,0.06927131,0.1123908,-0.2171983,0.1521706,-0.9500316,0.8142565,-0.1242082,0,0,0,-0.007254615,5,0,6.876339,0,0,0.02782024
0.07622272,0.007634919,0.00741609,0.01217036,0.02418103,0.1809119,0.06580392,0.07559017,0.06929729,0.1121181,-0.2178566,0.1444082,-0.9531004,0.8146478,-0.1235396,0,0,0,-0.007460674,5,0,6.847992,0,0,0.02782024
0.07429978,0.007675483,0.007598301,0.01223502,0.02422453,0.1762327,0.06572568,0.07674804,0.06931709,0.1118607,-0.2183939,0.1349314,-0.9549932,0.8149669,-0.1229931,0,0,0,-0.007655815,5,0,6.817143,0,0,0.02342713
0.0723443,0.007720307,0.007809447,0.01230715,0.02426486,0.1713833,0.06563581,0.07807208,0.06933719,0.1115459,-0.2188865,0.1286594,-0.9571758,0.8152595,-0.1224925,0,0,0,-0.007786489,5,0,6.78226,0,0,0.01171316
0.07029132,0.007771936,0.008030746,0.012391,0.02430185,0.1661854,0.06552844,0.07943175,0.06935798,0.1111474,-0.219165,0.121679,-0.9599142,0.8154246,-0.122209,0,0,0,-0.007857081,5,0,6.753572,0,0,0.005856532
0.06871837,0.007815244,0.008245572,0.01246186,0.02432558,0.1621233,0.06543598,0.08073907,0.0693735,0.1107864,-0.2192794,0.1132072,-0.9616733,0.8154923,-0.1220932,0,0,0,-0.007904727,5,0,6.721725,0,0,0.001464129
0.06709163,0.007864213,0.008484105,0.0125426,0.02434518,0.1578244,0.06532854,0.0821666,0.06938904,0.1103518,-0.2193111,0.1077061,-0.963769,0.8155113,-0.1220607,0,0,0,-0.007921341,5,0,6.690246,0,0,-0.00292826
0.06559819,0.007913626,0.00872992,0.01262467,0.02435785,0.1537787,0.06521756,0.08361484,0.06940259,0.1098882,-0.2192483,0.1011723,-0.9657296,0.8154739,-0.1221248,0,0,0,-0.007917738,5,0,6.659773,0,0,-0.005856532
