speed,diff_int_v_x,diff_int_v_y,acc_x,acc_y
1.519061,-1.457492,0.178945,5.17229,-0.637705
1.521687,-1.461021,0.177489,5.16028,-0.638322
1.517963,-1.458086,0.176485,5.084738,-0.635275
1.507889,-1.448673,0.175941,4.945661,-0.628528
1.491466,-1.432769,0.175864,4.743095,-0.617846
1.468701,-1.410359,0.176261,4.477134,-0.602768
1.439602,-1.381436,0.177129,4.147936,-0.582583
1.404183,-1.345998,0.178459,3.770378,-0.557986
1.366059,-1.307618,0.180657,3.403286,-0.535062
1.330442,-1.271461,0.184316,3.061503,-0.515458
1.297417,-1.237596,0.189435,2.745338,-0.498674
1.267017,-1.206036,0.196004,2.455143,-0.484305
1.239277,-1.176792,0.204017,2.191312,-0.472071
1.214239,-1.149876,0.213464,1.95427,-0.461852
1.19195,-1.1253,0.224336,1.744471,-0.453709
1.172457,-1.103075,0.236626,1.562373,-0.44791
1.155814,-1.083213,0.250324,1.408428,-0.444949
1.142075,-1.065726,0.265423,1.283052,-0.445557
1.131294,-1.050625,0.281913,1.186603,-0.450633
1.123516,-1.037923,0.29975,1.119477,-0.445671
1.11785,-1.027472,0.315814,1.073849,-0.423577
1.113494,-1.019142,0.327986,1.042356,-0.399217
1.110271,-1.013215,0.335967,1.023229,-0.372982
1.108061,-1.009697,0.339753,1.015258,-0.345127
1.106804,-1.00859,0.339336,1.017813,-0.315829
1.1065,-1.0099,0.33471,1.030855,-0.28523
1.107211,-1.013633,0.325865,1.05494,-0.253426
1.109061,-1.019798,0.312788,1.091223,-0.22044
1.11223,-1.028404,0.295466,1.141457,-0.186144
1.116958,-1.039464,0.273881,1.205305,-0.154104
1.122951,-1.052055,0.249398,1.249086,-0.168999
1.126767,-1.060669,0.230184,1.261474,-0.196099
1.127438,-1.06437,0.217626,1.24116,-0.22408
1.124706,-1.063157,0.211726,1.185668,-0.253516
1.118468,-1.057031,0.212482,1.094135,-0.284136
1.10878,-1.045992,0.219894,0.967314,-0.314709
1.095856,-1.03004,0.233964,0.807683,-0.343039
1.080088,-1.009174,0.25469,0.619681,-0.366096
1.062061,-0.983395,0.282072,0.410032,-0.380333
1.04259,-0.952702,0.316112,0.188141,-0.38229
1.022746,-0.917096,0.356808,-0.033569,-0.369628
1.003893,-0.876577,0.404161,-0.239611,-0.342719
0.987712,-0.831145,0.45817,-0.412069,-0.306841
0.976194,-0.780799,0.518836,-0.532448,-0.274736
0.971591,-0.72554,0.586159,-0.768393,-0.193238
0.132057,0.148703,0.110182,7.859892,7.419261
0.271697,-0.204249,-0.034675,-5.212756,-0.422155
0.617071,-0.527142,-0.163848,-1.888395,-0.388382
0.9309,-0.819904,-0.277291,0.945207,0.38128
1.211032,-1.082461,-0.37496,3.421101,1.166393
1.457177,-1.31474,-0.456808,5.569339,1.859701
1.669281,-1.516676,-0.522797,7.399748,2.430163
1.847368,-1.688237,-0.572914,8.916312,2.866237
1.991494,-1.829399,-0.607151,10.120806,3.163467
2.101749,-1.940139,-0.625502,11.01399,3.32074
2.178255,-2.020433,-0.627961,11.596084,3.338999
2.22118,-2.070257,-0.61452,11.866986,3.220874
2.230753,-2.089589,-0.585172,11.826393,2.970781
2.207296,-2.078403,-0.539911,11.473913,2.595405
2.151267,-2.036659,-0.478715,10.809241,2.104654
2.063345,-1.964306,-0.401556,9.832525,1.513339
1.944569,-1.861291,-0.308401,8.561739,0.854332
1.80278,-1.73337,-0.202815,7.250542,0.300002
1.675578,-1.614759,-0.105957,6.107032,-0.101466
1.568552,-1.511282,-0.021432,5.140789,-0.375836
1.480724,-1.422961,0.050743,4.351319,-0.542675
1.410889,-1.349818,0.110554,3.734382,-0.624099
1.357701,-1.291874,0.157986,3.2822,-0.642524
1.319816,-1.249149,0.193024,2.984743,-0.618249
1.296055,-1.221665,0.215652,2.831822,-0.567474
1.285565,-1.209442,0.225856,2.815411,-0.50105
1.287942,-1.212503,0.223621,2.931535,-0.4239
1.303288,-1.230868,0.208931,3.181201,-0.334851
1.332199,-1.264556,0.181767,3.570173,-0.226658
1.375677,-1.313583,0.1421,4.107618,-0.086285
1.43499,-1.377961,0.0899,4.752157,0.064092
1.499065,-1.445055,0.03495,5.307278,0.151993
1.549557,-1.496597,-0.008601,5.718553,0.228752
1.585102,-1.532344,-0.040585,5.97724,0.277688
1.604959,-1.552262,-0.060992,6.078446,0.287152
1.608704,-1.556314,-0.069815,6.019605,0.250581
1.59616,-1.544465,-0.067044,5.799692,0.165847
1.567381,-1.516679,-0.052672,5.425398,0.040383
1.52496,-1.475185,-0.028553,4.994911,-0.051855
1.48269,-1.433314,-0.005651,4.585238,-0.114547
1.442788,-1.393351,0.014183,4.198151,-0.159204
1.405147,-1.355323,0.030966,3.833091,-0.187568
1.369672,-1.319257,0.044715,3.489464,-0.201397
1.336272,-1.285181,0.055446,3.166667,-0.202455
1.304869,-1.253121,0.063176,2.864118,-0.192505
1.2754,-1.223105,0.067921,2.58129,-0.173291
1.247818,-1.195158,0.069697,2.317747,-0.146528
1.222096,-1.16929,0.068502,2.073185,-0.113884
1.198231,-1.145497,0.064324,1.847473,-0.076954
1.176241,-1.123776,0.057147,1.640694,-0.037236
1.156176,-1.104122,0.046957,1.453191,0.003915
1.138112,-1.086532,0.033742,1.285655,0.045213
1.122186,-1.071031,0.017549,1.151535,0.059496
1.111164,-1.060208,0.003936,1.080304,0.03639
1.106765,-1.055863,-0.003239,1.075107,0.004818
1.108868,-1.057997,-0.003974,1.13489,-0.033421
1.117464,-1.066615,0.00173,1.259565,-0.078567
1.132652,-1.08172,0.013876,1.449996,-0.13285
1.154632,-1.103314,0.032465,1.707836,-0.200367
1.183683,-1.131402,0.057498,2.035223,-0.28685
1.220146,-1.165986,0.088975,2.434413,-0.399338
1.264392,-1.207069,0.126898,2.907413,-0.54576
1.316798,-1.254654,0.171267,3.45568,-0.734453
1.377726,-1.308578,0.222322,4.044342,-0.940619
1.437398,-1.360384,0.271856,4.522499,-1.081858
1.480824,-1.397537,0.308231,4.840199,-1.176474
1.507204,-1.419882,0.331301,4.995483,-1.210568
1.516178,-1.427403,0.341051,4.98761,-1.175925
1.507599,-1.420078,0.337459,4.816271,-1.069456
1.481503,-1.397883,0.320502,4.481361,-0.892748
1.438129,-1.360789,0.29015,3.990019,-0.659276
1.380815,-1.311209,0.248791,3.449968,-0.471174
1.326752,-1.263579,0.210701,2.957778,-0.336139
1.278599,-1.220351,0.178305,2.517894,-0.238269
1.23612,-1.181523,0.151604,2.129746,-0.17216
1.199095,-1.147096,0.130596,1.792596,-0.132485
1.167335,-1.11707,0.115282,1.505666,-0.114206
1.140693,-1.091446,0.105662,1.268306,-0.112797
1.119081,-1.070222,0.101737,1.080164,-0.124469
1.102479,-1.053399,0.103505,0.941348,-0.1464
1.090942,-1.040977,0.110967,0.852532,-0.176948
1.084605,-1.032957,0.124123,0.814996,-0.215866
1.08368,-1.029337,0.142973,0.830567,-0.264473
1.088446,-1.030118,0.167517,0.901449,-0.325761
1.099238,-1.0353,0.197754,1.029956,-0.404402
1.116428,-1.044884,0.233686,1.218178,-0.506604
1.1404,-1.058868,0.275312,1.467641,-0.63982
1.17153,-1.122227,0.336289,0,0
3.089968,-2.599817,-1.561232,16.099946,8.690231
2.662338,-2.292488,-1.242006,12.987924,6.05912
2.286505,-2.019339,-0.95395,10.193431,3.848407
1.963725,-1.780389,-0.697125,7.726094,2.081452
1.695177,-1.575655,-0.471591,5.607125,0.775077
1.481458,-1.405157,-0.277406,3.87084,-0.075212
1.321746,-1.268928,-0.114628,2.556893,-0.51451
1.212908,-1.167019,0.016688,1.689233,-0.638302
1.1493,-1.099477,0.116489,1.253507,-0.574073
1.123898,-1.066352,0.184721,1.197743,-0.438124
1.130462,-1.067693,0.221329,1.462369,-0.299651
1.165522,-1.103548,0.226259,2.014139,-0.173497
1.229197,-1.173967,0.199456,2.859159,-0.030643
1.324692,-1.278998,0.140867,4.032587,0.190193
1.456929,-1.41869,0.050438,5.576227,0.571325
1.63098,-1.593093,-0.071887,7.415022,1.148166
1.819499,-1.772418,-0.211088,8.785395,1.671447
1.931332,-1.871148,-0.32399,9.308028,2.101462
1.957009,-1.883497,-0.407701,8.969112,2.348092
1.894802,-1.80932,-0.462176,7.770187,2.350502
1.743955,-1.648474,-0.487362,5.813546,2.08074
1.532015,-1.427947,-0.489027,3.806083,1.647168
1.337952,-1.225404,-0.483841,2.057871,1.13319
1.166341,-1.046007,-0.472877,0.56839,0.553057
1.016291,-0.889792,-0.456105,-0.669488,-0.07377
0.886681,-0.756793,-0.433496,-1.672053,-0.718241
0.776235,-0.647045,-0.405019,-2.468033,-1.339911
0.683744,-0.560581,-0.370646,-3.099493,-1.885286
0.608499,-0.497436,-0.330347,-3.6162,-2.286287
0.55094,-0.457648,-0.284095,-4.064311,-2.460259
0.511255,-0.438784,-0.232329,-4.531127,-2.335022
0.48018,-0.426247,-0.177681,-4.975994,-2.002442
0.457667,-0.417577,-0.120599,-5.331717,-1.476545
0.445732,-0.412796,-0.061082,-5.527702,-0.786303
0.446079,-0.411926,0.000873,-5.502723,-0.013102
0.459645,-0.414988,0.065264,-5.236934,0.724459
0.486361,-0.422003,0.132095,-4.76463,1.313149
0.525302,-0.432984,0.201373,-4.154392,1.683898
0.575081,-0.447938,0.27311,-3.476054,1.819914
0.634237,-0.46687,0.347321,-2.7799,1.740004
0.701474,-0.489787,0.424017,-2.093311,1.477655
0.775744,-0.516696,0.503213,-1.426488,1.067327
0.856241,-0.547602,0.584921,-0.779474,0.53852
0.942369,-0.582512,0.669155,-0.147568,-0.083962
1.033098,-0.621343,0.755228,0.465251,-0.722793
1.11902,-0.662756,0.832545,1.017565,-1.314912
1.196539,-0.706283,0.897388,1.51265,-1.845177
1.265486,-0.751924,0.949729,1.964721,-2.299954
1.32594,-0.799679,0.989543,2.383584,-2.672031
1.378168,-0.849548,1.016803,2.776124,-2.958211
1.4226,-0.901531,1.031483,3.147361,-3.158027
1.459822,-0.955628,1.033557,3.501223,-3.273011
1.490587,-1.01184,1.022999,3.841186,-3.306259
1.515823,-1.070165,0.999783,4.151521,-3.286106
1.536803,-1.125891,0.96974,4.390648,-3.276353
1.553669,-1.172205,0.941311,4.581361,-3.248939
1.565616,-1.209011,0.914588,4.716804,-3.203392
1.571992,-1.236291,0.889568,4.791034,-3.140282
1.572283,-1.254026,0.866248,4.799429,-3.060266
1.566087,-1.262199,0.844625,4.738538,-2.963832
1.553101,-1.26079,0.824696,4.609408,-2.84838
1.533621,-1.250992,0.805491,4.45706,-2.680592
1.510625,-1.23993,0.781312,4.290765,-2.476798
1.484785,-1.228817,0.751179,4.106286,-2.246677
1.456337,-1.217666,0.715074,3.90363,-1.993504
1.425595,-1.206489,0.672978,3.683141,-1.721356
1.392964,-1.195302,0.624874,3.445687,-1.435188
1.358955,-1.184117,0.570743,3.192931,-1.140851
1.324205,-1.17295,0.510569,2.927697,-0.84505
1.2895,-1.161814,0.444334,2.65614,-0.563353
1.256963,-1.151215,0.374392,2.402453,-0.347838
1.230391,-1.142584,0.307533,2.191908,-0.179871
1.20977,-1.136029,0.244202,2.027199,-0.049366
1.194783,-1.131568,0.184398,1.908681,0.051318
1.185056,-1.129218,0.128118,1.835412,0.129609
1.180174,-1.128991,0.075364,1.805303,0.19228
1.179697,-1.13087,0.026154,1.815354,0.245121
1.183178,-1.134835,-0.019488,1.861981,0.292725
1.190174,-1.140864,-0.06154,1.941329,0.338439
1.200267,-1.148937,-0.099978,2.049569,0.384408
1.213066,-1.15903,-0.134779,2.183126,0.431722
1.228225,-1.171125,-0.165921,2.338836,0.480597
1.245437,-1.185198,-0.19338,2.514041,0.530575
1.264447,-1.201228,-0.217134,2.706616,0.580706
1.285046,-1.219195,-0.237159,2.914972,0.629709
1.307073,-1.239077,-0.253432,3.138016,0.676099
1.330412,-1.260852,-0.26593,3.37496,0.718262
1.35492,-1.28443,-0.274622,3.595215,0.750154
1.374211,-1.303526,-0.27861,3.731743,0.757582
1.383884,-1.313805,-0.277295,3.775994,0.736279
1.383965,-1.315295,-0.27071,3.728148,0.6863
1.374504,-1.308027,-0.258885,3.588361,0.608729
1.355582,-1.29203,-0.241853,3.356816,0.505744
1.327314,-1.267335,-0.219644,3.033783,0.380796
1.289864,-1.233971,-0.19229,2.619742,0.238929
1.243458,-1.191967,-0.159824,2.115588,0.087279
1.188415,-1.141354,-0.122276,1.523007,-0.064145
1.12519,-1.082006,-0.079395,0.845174,-0.201293
1.054445,-1.013671,-0.030861,0.088085,-0.304324
0.977165,-0.936479,0.022998,-0.696719,-0.318505
0.904041,-0.860197,0.075716,-1.334054,-0.17898
0.848233,-0.798952,0.117941,-1.788451,0.016889
0.808379,-0.752915,0.149559,-2.076375,0.225013
0.782946,-0.722096,0.17056,-2.219518,0.407292
0.770695,-0.706509,0.180934,-2.238147,0.536159
0.770945,-0.706171,0.180665,-2.144179,0.597589
0.783736,-0.721103,0.169737,-1.936976,0.592085
0.809818,-0.751332,0.148126,-1.603527,0.534715
0.850485,-0.796895,0.115803,-1.122978,0.454109
0.907291,-0.857837,0.072729,-0.473709,0.389253
0.981749,-0.93422,0.018851,0.360074,0.38354
1.075111,-1.026131,-0.045901,1.369623,0.464717
1.182415,-1.12828,-0.117107,2.319766,0.505772
1.268259,-1.20887,-0.168192,2.999517,0.530595
1.324476,-1.262498,-0.19464,3.386456,0.499923
1.35012,-1.289163,-0.196452,3.477373,0.379526
1.345333,-1.288866,-0.173627,3.274373,0.16199
1.311268,-1.261606,-0.126164,2.784315,-0.137928
1.250381,-1.207384,-0.054065,2.023064,-0.481618
1.167195,-1.1262,0.04267,1.02734,-0.800456
1.06989,-1.018054,0.164043,-0.117582,-0.990707
0.973237,-0.882945,0.310053,-1.474757,-0.96762
1.168749,-1.124422,0.097647,2.257012,0.609422
1.259884,-1.219173,-0.022877,3.084558,0.734732
1.346313,-1.299221,-0.13181,3.84274,0.961824
1.423782,-1.36447,-0.229114,4.488914,1.238018
1.489503,-1.414838,-0.314753,5.001218,1.522047
1.541612,-1.450336,-0.38872,5.368771,1.783407
1.578834,-1.471016,-0.451021,5.586356,1.999957
1.600277,-1.476931,-0.501658,5.651641,2.155654
1.6053,-1.468136,-0.540639,5.563737,2.238826
1.593434,-1.444683,-0.567966,5.322441,2.240954
1.56433,-1.406625,-0.583646,4.927828,2.155846
1.517725,-1.354016,-0.587683,4.380011,1.979099
1.453414,-1.286908,-0.580081,3.678985,1.70779
1.371244,-1.205356,-0.560846,2.824477,1.340373
1.271093,-1.109403,-0.529979,1.815749,0.876828
1.152872,-0.999032,-0.487457,0.65126,0.31922
1.016525,-0.874198,-0.433243,-0.672019,-0.326884
0.86203,-0.734853,-0.367305,-2.160192,-1.048771
0.68944,-0.580953,-0.289605,-3.775624,-1.795394
0.514908,-0.427206,-0.20606,-5.177106,-2.323401
0.385021,-0.315886,-0.133702,-6.249589,-2.366016
0.305376,-0.249831,-0.073658,-6.956449,-1.730146
0.278947,-0.229092,-0.025932,-7.08866,-0.574089
0.304555,-0.253718,0.009472,-6.547954,0.385253
0.376994,-0.323759,0.032551,-5.521638,0.716968
0.493117,-0.439264,0.0433,-4.101937,0.615022
0.65293,-0.600283,0.041717,-2.255904,0.387298
0.857454,-0.806851,0.027791,0.048042,0.218912
1.10758,-1.058988,0.001502,2.738888,0.16652
1.380881,-1.333745,-0.030474,5.227478,0.131782
1.611117,-1.565278,-0.04896,7.242418,0.114189
1.793406,-1.749116,-0.052665,8.778352,0.049811
1.927744,-1.885181,-0.041554,9.835526,-0.089752
2.014427,-1.97343,-0.015584,10.41552,-0.313623
2.054032,-2.013824,0.025289,10.521024,-0.620225
2.04748,-2.006323,0.081109,10.156581,-0.999495
1.996223,-1.950885,0.151918,9.330324,-1.431989
1.902597,-1.847466,0.237759,8.057686,-1.885443
1.770517,-1.695993,0.338658,6.422554,-2.287116
1.619638,-1.511699,0.448498,4.862003,-2.461927
1.491518,-1.338404,0.549682,3.555646,-2.477738
1.388218,-1.179026,0.641034,2.510806,-2.379685
1.308315,-1.033587,0.722539,1.720551,-2.212278
1.249388,-0.902111,0.794184,1.159632,-2.020066
1.208113,-0.784621,0.855955,0.78775,-1.837583
1.180581,-0.681142,0.907833,0.558008,-1.682702
1.162702,-0.591717,0.949769,0.426361,-1.556205
1.150602,-0.516396,0.981703,0.357862,-1.446471
1.140901,-0.45523,1.003571,0.328285,-1.335963
1.130875,-0.408269,1.015312,0.32233,-1.206794
1.118512,-0.375563,1.016865,0.332561,-1.045479
1.103316,-0.358105,1.008643,0.429875,-0.887263
1.096767,-0.370219,0.997814,0.626502,-0.82086
1.104535,-0.416912,0.986924,0.905124,-0.874323
1.130697,-0.498199,0.976021,1.304129,-1.070104
1.181239,-0.614097,0.96515,1.876113,-1.421368
1.256937,-0.757391,0.952775,2.438942,-1.830958
1.325397,-0.885457,0.929589,2.950513,-2.091201
1.377492,-0.991038,0.893978,3.372131,-2.182081
1.410938,-1.074116,0.8459,3.65842,-2.117469
1.424391,-1.134671,0.785313,3.779014,-1.914225
1.417157,-1.172683,0.712177,3.750422,-1.609802
1.399238,-1.197236,0.630996,3.707221,-1.300864
1.385567,-1.221466,0.5483,3.68529,-1.014689
1.37667,-1.245539,0.464138,3.690274,-0.747879
1.372871,-1.26947,0.378488,3.727446,-0.495512
1.374445,-1.293275,0.291325,3.80128,-0.251319
1.381613,-1.316971,0.202625,3.915081,-0.007954
1.394525,-1.340573,0.112365,4.070707,0.242612
1.413265,-1.364086,0.020532,4.253911,0.483078
1.433276,-1.38329,-0.065472,4.35356,0.582474
1.439276,-1.386115,-0.124451,4.297859,0.591377
1.427085,-1.371715,-0.154942,4.063707,0.501583
1.394952,-1.340037,-0.156877,3.639336,0.308093
1.342613,-1.291031,-0.130191,3.021696,0.022276
1.271444,-1.224643,-0.074817,2.233235,-0.302885
1.190288,-1.14611,0.001999,1.525031,-0.359287
1.132035,-1.086589,0.05719,1.087811,-0.248725
1.098574,-1.051381,0.083422,0.89904,-0.082516
1.087699,-1.040534,0.080656,0.937725,0.101727
1.099575,-1.054136,0.048839,1.204926,0.296881
1.136818,-1.092279,-0.012086,1.667287,0.458691
1.188371,-1.140887,-0.084807,2.118627,0.499273
1.232309,-1.179573,-0.144287,2.485113,0.554507
1.266366,-1.208089,-0.19024,2.749781,0.600122
1.289205,-1.226408,-0.222664,2.903325,0.616778
1.299984,-1.234504,-0.241559,2.940751,0.591906
1.298245,-1.232352,-0.246926,2.85954,0.518933
1.283846,-1.219926,-0.238764,2.658782,0.396859
1.256957,-1.197199,-0.217072,2.338971,0.230325
1.218094,-1.164147,-0.18185,1.902465,0.03028
1.168207,-1.120742,-0.133098,1.354829,-0.184725
1.108859,-1.06696,-0.070816,0.708026,-0.386341
1.042688,-1.002944,0.004821,0.057934,-0.462095
0.98701,-0.943683,0.078576,-0.405839,-0.367979
0.950807,-0.89961,0.139948,-0.669866,-0.22504
0.931607,-0.870884,0.188465,-0.759957,-0.079607
0.927009,-0.857525,0.224117,-0.705572,0.036556
0.935099,-0.859555,0.246887,-0.53089,0.108229
0.954739,-0.877001,0.256758,-0.248867,0.134326
0.985683,-0.909899,0.253708,0.140408,0.124347
1.028515,-0.958289,0.237711,0.647809,0.09581
1.084471,-1.022222,0.208734,1.285936,0.070805
1.153087,-1.099515,0.167601,1.876248,0.01186
1.203466,-1.156159,0.127397,2.188448,-0.017868
1.223415,-1.18023,0.09269,2.19675,-0.00706
1.212061,-1.171667,0.063468,1.890575,0.017364
1.168858,-1.130387,0.039713,1.328743,0.026203
1.109258,-1.072015,0.024568,0.766498,-0.016929
1.055778,-1.019203,0.022589,0.267319,-0.080944
1.008711,-0.972207,0.033828,-0.167788,-0.147571
0.968634,-0.931029,0.058285,-0.532231,-0.200815
0.936763,-0.895668,0.09596,-0.811996,-0.229648
0.914983,-0.866124,0.146852,-0.98522,-0.233106
0.905772,-0.842397,0.210963,-1.024948,-0.226778
0.911954,-0.824488,0.288291,-0.906515,-0.247735
0.936291,-0.812395,0.378836,-0.618224,-0.352941
0.981012,-0.80612,0.4826,-0.169719,-0.608083
1.047471,-0.805662,0.599581,0.66002,-1.335511
1.429168,-1.359992,-0.242586,4.098998,0.9168
1.413532,-1.339634,-0.270579,3.930737,0.952293
1.398034,-1.319618,-0.294694,3.765351,0.971786
1.382463,-1.299945,-0.31493,3.601306,0.9758
1.366631,-1.280614,-0.331287,3.437209,0.964827
1.350379,-1.261625,-0.343764,3.271815,0.939381
1.333577,-1.242986,-0.352354,3.104033,0.90005
1.316127,-1.224704,-0.357042,2.932933,0.847541
1.297959,-1.20679,-0.357815,2.757759,0.782725
1.279041,-1.189253,-0.354659,2.577941,0.706679
1.259372,-1.172104,-0.347559,2.39312,0.620725
1.238994,-1.155351,-0.336501,2.203185,0.526455
1.217989,-1.139006,-0.321473,2.008322,0.425764
1.196484,-1.123075,-0.302457,1.80908,0.320851
1.174658,-1.107536,-0.279428,1.606465,0.214211
1.152747,-1.092346,-0.252347,1.402041,0.108597
1.131045,-1.077457,-0.221175,1.198066,0.006923
1.109918,-1.062825,-0.185876,0.99763,-0.087882
1.089802,-1.048405,-0.146411,0.804796,-0.173112
1.07121,-1.03415,-0.102742,0.624704,-0.246632
1.054734,-1.020015,-0.05483,0.463602,-0.307329
1.041038,-1.005955,-0.002639,0.328741,-0.355672
1.030852,-0.991925,0.053869,0.228061,-0.394322
1.02495,-0.977923,0.114711,0.169621,-0.428689
1.024124,-0.964048,0.179849,0.160771,-0.467273
1.029151,-0.950412,0.249239,0.207126,-0.521631
1.040747,-0.937125,0.322839,0.31156,-0.605801
1.059531,-0.924301,0.400605,0.473444,-0.735199
1.08599,-0.912051,0.482494,0.688407,-0.925129
1.120455,-0.900455,0.568477,0.946532,-1.18608
1.161821,-0.8887,0.657477,1.202646,-1.484507
1.202321,-0.872155,0.74299,1.410464,-1.801443
1.240167,-0.849967,0.82394,1.565198,-2.127474
1.274996,-0.822054,0.900363,1.667108,-2.452676
1.306594,-0.788335,0.972294,1.717658,-2.769255
1.334867,-0.748728,1.039766,1.719064,-3.071241
1.35983,-0.703153,1.102815,1.674015,-3.354221
1.381589,-0.651547,1.161462,1.59791,-3.609744
1.400657,-0.598295,1.21378,1.649658,-3.77079
1.417421,-0.569239,1.248524,1.794729,-3.85369
1.429483,-0.568835,1.26373,2.006957,-3.850268
1.436488,-0.597166,1.259331,2.291081,-3.755382
1.440573,-0.654316,1.235262,2.655561,-3.58141
1.446348,-0.740368,1.191455,3.117275,-3.35538
1.460842,-0.855405,1.127844,3.710584,-3.112206
1.493155,-0.99951,1.044364,4.496351,-2.880675
1.553521,-1.172755,0.940958,5.560573,-2.663323
1.65135,-1.374528,0.817934,6.723276,-2.558584
1.752887,-1.547195,0.705144,7.54771,-2.545783
1.816787,-1.650703,0.623329,7.914643,-2.502913
1.831084,-1.684936,0.572541,7.722826,-2.481766
1.790377,-1.649777,0.552835,6.931388,-2.505597
1.69399,-1.54511,0.564264,5.542008,-2.558076
1.546365,-1.370817,0.60688,3.798885,-2.475435
1.389669,-1.173353,0.657276,2.470682,-2.013387
1.269065,-1.019893,0.681605,1.578854,-1.45229
1.177204,-0.911266,0.679443,1.027982,-0.86821
1.108245,-0.847538,0.650751,0.728152,-0.320625
1.060776,-0.828777,0.59549,0.62533,0.133262
1.039619,-0.855049,0.513622,0.736864,0.43772
1.055994,-0.926419,0.405108,1.179576,0.577933
1.124622,-1.042956,0.269907,2.028676,0.573396
1.232247,-1.176957,0.127611,2.993803,0.506269
1.336644,-1.288364,0.006542,3.910379,0.600654
1.427328,-1.376681,-0.09294,4.668395,0.764746
1.498405,-1.441864,-0.170797,5.216164,0.923024
1.546414,-1.483872,-0.22699,5.53022,1.024653
1.569334,-1.50266,-0.261479,5.599884,1.038457
1.566062,-1.498187,-0.274223,5.420225,0.948178
1.53616,-1.470408,-0.265176,4.989412,0.750239
1.479992,-1.419458,-0.234454,4.382553,0.519639
1.415755,-1.360939,-0.196032,3.781124,0.346905
1.355793,-1.305681,-0.159609,3.217094,0.202636
1.300082,-1.253685,-0.125181,2.691005,0.085753
1.248586,-1.20495,-0.09274,2.203337,-0.005138
1.201261,-1.159475,-0.062283,1.754475,-0.071763
1.15805,-1.117262,-0.033806,1.344667,-0.116176
1.118885,-1.078328,-0.007328,0.973985,-0.140747
1.083686,-1.042697,0.017123,0.642288,-0.148114
1.052364,-1.010393,0.03952,0.34921,-0.141133
1.024821,-0.981442,0.059836,0.094143,-0.122794
1.000951,-0.955866,0.078041,-0.123738,-0.096132
0.980647,-0.933692,0.09411,-0.305447,-0.064124
0.9638,-0.914942,0.108013,-0.452128,-0.029592
0.950309,-0.899642,0.119724,-0.564982,0.0049
0.940078,-0.887807,0.129226,-0.645187,0.037126
0.933026,-0.879431,0.136531,-0.693814,0.065265
0.929085,-0.874509,0.141656,-0.711746,0.087956
0.928211,-0.873032,0.144614,-0.699618,0.104332
0.930375,-0.874994,0.145422,-0.657768,0.11403
0.935574,-0.880387,0.144095,-0.586214,0.117243
0.943825,-0.889207,0.140626,-0.483588,0.124013
0.955118,-0.901678,0.133028,-0.349756,0.136097
0.969571,-0.917954,0.119927,-0.184463,0.144503
0.987452,-0.938029,0.101331,0.015481,0.153035
1.009112,-0.961896,0.077251,0.253951,0.166507
1.034963,-0.989548,0.047696,0.535141,0.190755
1.065456,-1.020979,0.012677,0.863164,0.23257
1.10106,-1.056182,-0.027796,1.241664,0.299534
1.142238,-1.095278,-0.074032,1.673483,0.399735
1.18943,-1.138244,-0.125879,2.147112,0.523705
1.238473,-1.181242,-0.178238,2.559442,0.584462
1.275768,-1.213235,-0.216452,2.846362,0.617307
1.299376,-1.233484,-0.239538,3.00034,0.609093
1.308707,-1.241977,-0.247477,3.01857,0.548462
1.303588,-1.238697,-0.24025,2.900388,0.431592
1.284225,-1.223624,-0.217829,2.646835,0.261669
1.251239,-1.196735,-0.18018,2.261088,0.049179
1.205764,-1.158,-0.127263,1.750238,-0.186681
1.149791,-1.107509,-0.059202,1.18385,-0.342481
1.097489,-1.056811,0.008242,0.71011,-0.355588
1.056524,-1.013932,0.064118,0.346902,-0.311134
1.025336,-0.978872,0.108428,0.082219,-0.232295
1.002454,-0.95163,0.14117,-0.097807,-0.137864
0.986639,-0.932206,0.162345,-0.206272,-0.041622
0.977016,-0.920601,0.171952,-0.253159,0.047349
0.973162,-0.916814,0.169992,-0.243633,0.124032
0.975156,-0.920846,0.156465,-0.177102,0.187112
0.983584,-0.932696,0.13137,-0.047063,0.239282
0.999496,-0.952364,0.094708,0.158158,0.288193
1.024314,-0.979851,0.046478,0.453638,0.34764
1.059691,-1.015157,-0.013319,0.855093,0.438165
1.107337,-1.058281,-0.084683,1.375607,0.586268
1.168846,-1.155675,-0.174977,0,0
2.496008,-2.399409,-0.309667,14.444177,1.828069
2.429576,-2.335273,-0.298054,13.803542,1.723851
2.365758,-2.273639,-0.286619,13.188812,1.622904
2.304557,-2.214506,-0.275363,12.599986,1.525291
2.245972,-2.157875,-0.264287,12.037064,1.431073
2.190005,-2.103745,-0.25339,11.500049,1.340303
2.136659,-2.052118,-0.242672,10.988945,1.253031
2.085934,-2.003003,-0.232133,10.503759,1.1693
2.037832,-1.956407,-0.221776,10.044498,1.089143
1.992355,-1.912341,-0.211601,9.611174,1.012583
1.949504,-1.870813,-0.201608,9.2038,0.939632
1.909283,-1.831833,-0.1918,8.822391,0.870289
1.871692,-1.79541,-0.182175,8.466965,0.804535
1.836734,-1.761554,-0.172737,8.137544,0.742338
1.804411,-1.730273,-0.163485,7.834148,0.683648
1.774724,-1.701576,-0.15442,7.556802,0.628395
1.747675,-1.675474,-0.145544,7.305531,0.57649
