speed,diff_int_v_x,diff_int_v_y,acc_x,acc_y
1.723266,-1.651975,-0.136857,7.080361,0.527824
1.701499,-1.631088,-0.12836,6.881319,0.48227
1.682375,-1.612823,-0.120055,6.70843,0.43968
1.665895,-1.597185,-0.11194,6.561721,0.39989
1.652059,-1.584176,-0.104013,6.441214,0.362718
1.64087,-1.573797,-0.096272,6.346931,0.327969
1.632326,-1.566048,-0.088715,6.278891,0.295435
1.626428,-1.560931,-0.081339,6.237108,0.264902
1.623175,-1.558447,-0.074141,6.221595,0.236148
1.622568,-1.558596,-0.06712,6.232359,0.208951
1.624604,-1.56138,-0.060273,6.269403,0.183091
1.629283,-1.5668,-0.053597,6.332729,0.158351
1.636603,-1.574856,-0.047091,6.42233,0.134528
1.646562,-1.585549,-0.040751,6.528575,0.110459
1.656805,-1.596532,-0.034339,6.612934,0.083254
1.663942,-1.604409,-0.027513,6.665755,0.053667
1.667936,-1.609133,-0.020264,6.687055,0.021941
1.668793,-1.610696,-0.01259,6.676856,-0.011685
1.666517,-1.609091,-0.004487,6.635188,-0.046948
1.661114,-1.604308,0.004048,6.562085,-0.083562
1.652592,-1.59634,0.013019,6.457591,-0.121206
1.640957,-1.585178,0.022428,6.321759,-0.159525
1.626219,-1.570816,0.032278,6.154654,-0.198118
1.608387,-1.553249,0.04256,5.956357,-0.23653
1.587473,-1.532478,0.053266,5.726968,-0.27424
1.563491,-1.508499,0.064386,5.466611,-0.31065
1.536457,-1.481312,0.075912,5.175991,-0.344847
1.506623,-1.451155,0.087737,4.876619,-0.368124
1.477539,-1.421671,0.098377,4.595664,-0.380029
1.450409,-1.394136,0.107308,4.334513,-0.384401
1.425197,-1.368557,0.114516,4.092892,-0.382057
1.401872,-1.344941,0.119991,3.870539,-0.373784
1.380405,-1.323291,0.123733,3.66721,-0.360335
1.360776,-1.303611,0.125749,3.482696,-0.342416
1.34297,-1.285903,0.126046,3.316828,-0.320675
1.326977,-1.27017,0.12463,3.169491,-0.295695
1.312798,-1.256415,0.121506,3.040633,-0.26798
1.30044,-1.244641,0.116683,2.93027,-0.237944
1.289919,-1.234851,0.110165,2.838495,-0.2059
1.281258,-1.227048,0.101959,2.765485,-0.17205
1.274491,-1.221229,0.092059,2.711495,-0.136468
1.269658,-1.217388,0.080449,2.676862,-0.099094
1.26681,-1.21552,0.067114,2.661995,-0.059719
1.266002,-1.215618,0.052038,2.667371,-0.017982
1.267298,-1.217676,0.035205,2.693514,0.02664
1.270766,-1.221689,0.016601,2.740986,0.074833
1.276479,-1.22765,-0.003792,2.803521,0.114359
1.282795,-1.233883,-0.022794,2.853947,0.118553
1.287122,-1.237969,-0.035804,2.883964,0.109571
1.289255,-1.239866,-0.042775,2.892201,0.086847
1.289107,-1.239782,-0.043223,2.877991,0.04988
1.286678,-1.237627,-0.037422,2.841332,-0.001313
1.282055,-1.233355,-0.025474,2.782889,-0.066201
1.275415,-1.226962,-0.007371,2.704029,-0.143773
1.267027,-1.218443,0.016901,2.606894,-0.232613
1.257262,-1.207794,0.047353,2.496443,-0.320902
1.246946,-1.19557,0.081074,2.389304,-0.355706
1.237146,-1.18338,0.109673,2.287719,-0.371044
1.227551,-1.171325,0.132591,2.188403,-0.372177
1.217835,-1.159402,0.149818,2.088712,-0.359868
1.207743,-1.147606,0.161342,1.986517,-0.334826
1.197094,-1.135933,0.167149,1.880225,-0.297849
1.18578,-1.124372,0.167218,1.768809,-0.24993
1.173775,-1.112914,0.161523,1.653854,-0.197295
1.162074,-1.102251,0.151771,1.567619,-0.201789
1.156267,-1.096545,0.148217,1.544995,-0.238898
1.157268,-1.096503,0.152606,1.58843,-0.29514
1.165168,-1.102125,0.164936,1.698562,-0.371524
1.180183,-1.113412,0.185207,1.876744,-0.47136
1.202637,-1.130362,0.213421,2.124776,-0.600123
1.232941,-1.152976,0.249576,2.444524,-0.765158
1.271553,-1.181255,0.293672,2.837498,-0.975233
1.31895,-1.215197,0.34571,3.304494,-1.239949
1.375595,-1.254804,0.40569,3.845359,-1.569075
1.441909,-1.300075,0.473612,21.255215,-8.311289
2.113123,-1.740404,-1.060984,9.707896,4.384096
2.033157,-1.755006,-0.86174,9.454536,3.261884
1.977608,-1.771774,-0.678103,9.29361,2.324176
1.944113,-1.790772,-0.51014,9.232518,1.539393
1.929727,-1.812066,-0.357917,9.269328,0.876733
1.931176,-1.835635,-0.221456,9.394269,0.310541
1.945145,-1.861273,-0.100673,9.592794,-0.177268
1.968507,-1.888748,0.004529,9.848859,-0.59699
1.998497,-1.917828,0.094246,10.147453,-0.952443
2.0328,-1.948314,0.168557,10.476037,-1.242907
2.069579,-1.980251,0.227408,10.825064,-1.464997
2.107474,-2.013795,0.270685,11.187916,-1.614127
2.145567,-2.049101,0.298275,11.560558,-1.685479
2.183354,-2.086324,0.310062,11.941129,-1.674554
2.220705,-2.12562,0.305933,12.329572,-1.577398
2.257834,-2.167145,0.285774,12.727334,-1.390596
2.295274,-2.211004,0.2495,13.137137,-1.111119
2.333845,-2.257103,0.197143,13.56279,-0.736049
2.374636,-2.305297,0.128768,14.00901,-0.262251
2.418968,-2.355443,0.044436,14.466563,0.298927
2.463107,-2.402245,-0.050485,14.721858,0.747715
2.476044,-2.41517,-0.124636,14.603167,1.03061
2.450474,-2.388879,-0.172596,14.097671,1.149973
2.384989,-2.323321,-0.194325,13.200121,1.098835
2.278856,-2.218506,-0.189814,11.907411,0.878996
2.131973,-2.074444,-0.159058,10.218141,0.503202
1.945029,-1.891145,-0.10205,8.133564,0.000893
1.719993,-1.66862,-0.018782,5.661938,-0.568494
1.461461,-1.406879,0.090751,2.836874,-1.083302
1.181585,-1.107171,0.225873,0.297926,-1.009148
0.987575,-0.878525,0.326484,-0.719891,-0.159798
0.92032,-0.796663,0.350832,-0.458133,0.560669
0.963984,-0.861783,0.298796,0.817106,0.826082
1.142168,-1.074085,0.170255,3.240156,0.850345
1.429617,-1.373971,-0.002367,5.667504,0.800327
1.650436,-1.590151,-0.125866,7.283522,0.958911
1.776752,-1.711131,-0.193997,7.946211,0.979003
1.803018,-1.736721,-0.20667,7.629786,0.718204
1.728436,-1.666753,-0.163809,6.331863,0.154187
1.556057,-1.501081,-0.065358,4.06402,-0.637269
1.296183,-1.239561,0.088739,1.203831,-1.225411
1.043423,-0.958315,0.253568,-0.790479,-0.810305
0.898835,-0.767398,0.364206,-1.586447,0.030317
0.836422,-0.668217,0.419796,-1.526663,0.768182
0.831637,-0.660927,0.420217,-1.012968,1.127434
0.883551,-0.745692,0.365408,-0.066266,1.090811
1.016038,-0.922682,0.25538,1.585956,0.837693
1.225162,-1.158175,0.109124,3.463828,0.584102
1.418038,-1.355138,-0.018931,5.128771,0.708861
1.57499,-1.507114,-0.125057,6.408407,0.97616
1.689699,-1.614052,-0.209129,7.248833,1.239408
1.759062,-1.675882,-0.27113,7.633104,1.422288
1.781417,-1.692527,-0.311094,7.555586,1.484024
1.755832,-1.663908,-0.329055,7.014095,1.403577
1.681792,-1.589947,-0.325047,6.065205,1.192739
1.576645,-1.487363,-0.304793,5.138954,0.986332
1.490696,-1.404249,-0.284649,4.434246,0.815537
1.427297,-1.343813,-0.265763,3.952151,0.68084
1.386498,-1.306084,-0.248203,3.692876,0.58324
1.368376,-1.291095,-0.232042,3.657254,0.521376
1.373018,-1.298875,-0.217349,3.846644,0.491373
1.400513,-1.329455,-0.204195,4.259616,0.484922
1.449488,-1.381112,-0.190804,4.779023,0.409301
1.498383,-1.433884,-0.161512,5.243631,0.226112
1.540859,-1.481041,-0.111295,5.648418,-0.049006
1.578944,-1.522585,-0.040112,6.006066,-0.420881
1.615292,-1.558519,0.052089,6.332159,-0.894241
1.653162,-1.588848,0.165369,6.644668,-1.476446
1.69635,-1.613576,0.299804,6.961579,-2.170869
1.747554,-1.63227,0.451435,7.25565,-2.658628
1.783506,-1.638277,0.558999,7.382095,-2.785656
1.787552,-1.629261,0.601011,7.26895,-2.578192
1.755569,-1.6052,0.577346,6.898924,-2.01417
1.689097,-1.566067,0.487842,6.27291,-1.11852
1.596216,-1.511824,0.332285,5.434685,-0.062205
1.501298,-1.447014,0.137236,4.609,0.515448
1.431673,-1.384761,-0.020568,3.954866,0.778919
1.378222,-1.325932,-0.136054,3.423822,0.831824
1.33136,-1.270527,-0.209221,2.954137,0.719594
1.284157,-1.218547,-0.24007,2.494838,0.469954
1.233099,-1.169991,-0.2286,2.01521,0.110968
1.178755,-1.12486,-0.174812,1.512821,-0.314789
1.126715,-1.083153,-0.078706,1.028521,-0.748313
1.088734,-1.04487,0.059719,0.669304,-1.141659
1.082998,-1.010012,0.240462,0.610103,-1.537254
1.130964,-0.978578,0.463524,1.005203,-2.16215
1.2498,-0.950568,0.728903,4.749271,-6.060706
1.399719,-1.321237,-0.243303,3.846596,0.119532
1.372206,-1.305182,-0.153184,3.624628,-0.11856
1.353554,-1.291976,-0.069699,3.472395,-0.310679
1.34278,-1.281637,0.007129,3.385167,-0.469596
1.33884,-1.274179,0.077281,3.356196,-0.60568
1.340684,-1.269619,0.140735,3.377653,-0.726454
1.347305,-1.267974,0.197469,3.441531,-0.836614
1.357778,-1.269255,0.247466,3.540368,-0.938396
1.371289,-1.273472,0.290716,3.667713,-1.032114
1.38715,-1.280633,0.327207,3.818361,-1.116745
1.404804,-1.290746,0.35693,3.98841,-1.190444
1.423833,-1.303821,0.379872,4.175197,-1.250952
1.443945,-1.319865,0.396024,4.377181,-1.295891
1.464976,-1.338887,0.405373,4.593804,-1.322938
1.48688,-1.360895,0.407911,4.825358,-1.329912
1.50972,-1.385897,0.403625,5.072869,-1.314789
1.53366,-1.413904,0.392506,5.337992,-1.275655
1.558958,-1.444921,0.374541,5.622921,-1.210631
1.585956,-1.478959,0.349721,5.9303,-1.117765
1.615069,-1.516026,0.318034,6.263128,-0.994916
1.646777,-1.556129,0.27947,6.624653,-0.839642
1.68161,-1.599275,0.234018,7.014623,-0.653891
1.719048,-1.644181,0.183351,7.383289,-0.495606
1.752757,-1.683311,0.137413,7.69544,-0.357949
1.781016,-1.715365,0.097897,7.94655,-0.236552
1.803286,-1.740316,0.06481,8.13297,-0.135723
1.819149,-1.758141,0.038159,8.252065,-0.05892
1.828293,-1.768812,0.017952,8.301967,-0.008756
1.830495,-1.772305,0.004195,8.281395,0.012986
1.825609,-1.768594,-0.003106,8.18954,0.005333
1.813561,-1.757654,-0.003942,8.026508,-0.031168
1.794569,-1.739684,0.001385,7.812122,-0.070307
1.772036,-1.718045,0.00824,7.572292,-0.101598
1.747146,-1.693916,0.015007,7.308754,-0.131408
1.719899,-1.667303,0.021695,7.021524,-0.15952
1.690297,-1.638208,0.028313,6.710622,-0.185696
1.65834,-1.606638,0.034872,6.376074,-0.209669
1.624031,-1.572595,0.041378,6.017911,-0.23114
1.587373,-1.536084,0.047842,5.636175,-0.249765
1.548369,-1.49711,0.054271,5.230916,-0.265152
1.507023,-1.455676,0.060677,4.8022,-0.276841
1.463339,-1.411788,0.067066,4.350108,-0.284297
1.417325,-1.365449,0.073448,3.874745,-0.286882
1.368986,-1.316663,0.079833,3.376247,-0.283834
1.318333,-1.265436,0.086228,2.854789,-0.274232
1.265376,-1.211771,0.092644,2.329117,-0.260684
1.214712,-1.160193,0.100001,1.873966,-0.252674
1.172992,-1.117238,0.109628,1.508888,-0.247457
1.140353,-1.083002,0.121552,1.234482,-0.24565
1.116861,-1.057395,0.135424,1.05128,-0.248963
1.10258,-1.040434,0.151412,0.959656,-0.260145
1.09757,-1.032149,0.169598,0.959723,-0.282867
1.101876,-1.03255,0.189988,1.05126,-0.321464
1.11553,-1.041648,0.21259,1.233683,-0.380579
1.138542,-1.059458,0.237411,1.506086,-0.464754
1.170907,-1.085999,0.264462,1.867333,-0.578069
1.212602,-1.121294,0.293755,2.304411,-0.717162
1.259796,-1.161961,0.323371,2.727048,-0.842302
1.301501,-1.198257,0.34777,3.089917,-0.949968
1.336858,-1.229536,0.366587,3.392691,-1.03608
1.365776,-1.255799,0.379822,3.635735,-1.096808
1.388211,-1.277046,0.387474,3.819434,-1.129622
1.404155,-1.293277,0.389545,3.944168,-1.133045
1.413633,-1.304492,0.386032,4.010299,-1.106494
1.416704,-1.31069,0.376938,4.01819,-1.050198
1.413462,-1.311872,0.362261,3.968235,-0.965168
1.404037,-1.308038,0.342002,3.860912,-0.853207
1.388607,-1.299188,0.316161,3.696858,-0.716976
1.367403,-1.285322,0.284737,3.476984,-0.560093
1.340722,-1.26644,0.247731,3.202647,-0.387267
1.308949,-1.242541,0.205143,2.8759,-0.204476
1.272577,-1.213626,0.156972,2.499868,-0.019154
1.232246,-1.179695,0.103219,2.079297,0.159644
1.188781,-1.140748,0.043884,9.003957,0.281065
2.140502,-2.055394,-0.189789,11.025066,1.330104
2.090965,-2.001328,-0.233028,10.533379,1.502477
2.046471,-1.951877,-0.271652,10.090831,1.643144
2.006746,-1.90708,-0.305648,9.696066,1.754516
1.971522,-1.866972,-0.334999,9.347645,1.838843
1.940548,-1.83159,-0.359692,9.044106,1.898183
1.913594,-1.800945,-0.379711,8.784031,1.934377
1.890459,-1.775032,-0.395043,8.566114,1.94904
1.87098,-1.753846,-0.405675,8.389222,1.94355
1.855033,-1.737379,-0.411593,8.252454,1.919048
1.842541,-1.725626,-0.412783,8.155187,1.876433
1.833476,-1.71858,-0.409232,8.097117,1.81636
1.827862,-1.716233,-0.400924,8.078286,1.739223
1.825775,-1.718573,-0.387845,8.099094,1.645142
1.827342,-1.725586,-0.369979,8.160299,1.533934
1.832741,-1.73726,-0.34731,8.262997,1.40508
1.842194,-1.753583,-0.319824,8.408587,1.257693
1.855966,-1.774542,-0.287503,8.598714,1.090486
1.874352,-1.800125,-0.250334,8.835196,0.901751
1.897673,-1.830318,-0.2083,9.119937,0.689348
1.926268,-1.865111,-0.161387,9.454516,0.450849
1.960329,-1.904354,-0.109655,9.775169,0.209313
1.986732,-1.934451,-0.058585,9.93792,-0.008825
1.995909,-1.945953,-0.011989,9.921855,-0.21112
1.987498,-1.938845,0.030109,9.724963,-0.39106
1.961228,-1.913108,0.067685,9.345954,-0.543256
1.91689,-1.868724,0.100715,8.784035,-0.663044
1.854323,-1.805676,0.129177,8.03879,-0.746129
1.773408,-1.723944,0.153045,7.110132,-0.788226
1.674054,-1.62351,0.1723,6.008037,-0.784887
1.559614,-1.507763,0.187028,4.878457,-0.736409
1.450099,-1.396858,0.197792,3.832359,-0.654876
1.348772,-1.294225,0.204683,2.871451,-0.5464
1.255476,-1.19987,0.207697,1.994301,-0.416474
1.170054,-1.113803,0.206827,1.199047,-0.27165
1.092368,-1.036029,0.202068,0.483891,-0.119444
1.022481,-0.966746,0.193361,-0.136988,0.035361
0.962994,-0.908821,0.179892,-0.64669,0.175712
0.914898,-0.863267,0.161373,-1.046196,0.285458
0.87844,-0.830097,0.137797,-1.334343,0.355069
0.854077,-0.809325,0.109156,-1.506219,0.380356
0.842448,-0.800962,0.075451,-1.553202,0.36496
0.844313,-0.805008,0.036699,-1.464443,0.321974
0.860441,-0.821464,-0.007076,-1.229664,0.273515
0.891492,-0.850331,-0.055856,-0.849399,0.242197
0.935195,-0.889087,-0.107693,-0.43174,0.192358
0.975055,-0.922865,-0.151216,-0.07906,0.167082
1.007131,-0.949156,-0.184498,0.192894,0.15736
1.030589,-0.967973,-0.207539,0.377861,0.144295
1.044928,-0.979332,-0.220338,0.472868,0.115808
1.0499,-0.983246,-0.222897,0.47676,0.065454
1.045476,-0.979731,-0.215216,0.38956,-0.00828
1.031834,-0.968799,-0.197295,0.21235,-0.102213
1.009379,-0.950466,-0.169134,-0.033825,-0.190578
0.983852,-0.929269,-0.13505,-0.264984,-0.226188
0.96294,-0.911746,-0.101267,-0.451538,-0.24
0.9468,-0.897979,-0.067854,-0.591539,-0.236197
0.935479,-0.887979,-0.034807,-0.683525,-0.219221
0.928999,-0.881755,-0.002125,-0.72659,-0.194136
0.92735,-0.879315,0.030196,-0.720502,-0.166353
0.930489,-0.880668,0.062157,-0.665742,-0.141306
0.938347,-0.885824,0.093763,-0.563463,-0.124116
0.950827,-0.894791,0.125015,-0.415367,-0.119302
0.967813,-0.907579,0.155917,-0.223528,-0.130567
0.989178,-0.924193,0.186473,0.009917,-0.160448
1.014815,-0.944636,0.216601,0.306799,-0.16202
1.047059,-0.973866,0.235982,0.694033,-0.129339
1.087235,-1.015298,0.237462,1.160352,-0.106659
1.135775,-1.068844,0.221072,1.714517,-0.07295
1.194072,-1.134486,0.186793,2.373062,-0.004616
1.264019,-1.212164,0.134676,3.075492,0.046886
1.332123,-1.285188,0.0813,3.667271,0.063607
1.386663,-1.342004,0.038142,4.119199,0.098025
1.42629,-1.382688,0.005124,4.418643,0.126547
1.450152,-1.407195,-0.017707,4.558664,0.133641
1.457732,-1.415454,-0.030274,4.535536,0.110071
1.448772,-1.40739,-0.032499,4.347499,0.051835
1.423231,-1.38293,-0.024306,3.994253,-0.040235
1.381287,-1.342001,-0.005619,3.48217,-0.15567
1.325177,-1.286356,0.022054,2.89189,-0.227097
1.265874,-1.226688,0.049427,2.285249,-0.263358
1.205159,-1.164804,0.074924,1.664202,-0.273144
1.142994,-1.100726,0.098499,1.029316,-0.254678
1.079346,-1.034479,0.120098,0.381412,-0.20569
1.014193,-0.966089,0.13967,-0.278322,-0.123246
0.947529,-0.895581,0.157164,-0.948155,-0.003495
0.879362,-0.82298,0.172526,-1.625539,0.158708
0.809729,-0.748311,0.185706,-2.306629,0.370373
0.738703,-0.6716,0.196651,-2.96079,0.654202
0.673316,-0.601596,0.200909,-3.240668,1.118524
0.654097,-0.589464,0.171863,-3.061198,1.278666
0.694225,-0.643889,0.104748,-2.346648,1.058706
0.808112,-0.76499,-0.000513,-0.844678,0.824428
1.005763,-0.951921,-0.143248,1.115148,0.744022
1.188742,-1.1173,-0.255986,2.405838,0.680772
1.277328,-1.200401,-0.291825,2.767638,0.444585
1.268707,-1.201081,-0.250623,2.206917,-0.122005
1.168956,-1.11916,-0.132201,0.942814,-0.733376
1.04247,-0.999974,0.016965,-0.142538,-0.712227
0.960618,-0.909165,0.129584,-0.780976,-0.425491
0.913866,-0.847505,0.204855,-1.053759,-0.059609
0.892268,-0.815029,0.242726,-1.074842,0.26551
0.889805,-0.811784,0.243128,-0.922117,0.498296
0.906452,-0.837836,0.205969,-0.596861,0.634835
0.948266,-0.893278,0.131113,-0.026637,0.71284
1.023256,-0.976041,0.021544,0.71129,0.599777
1.103321,-1.052915,-0.074824,1.402872,0.495171
1.169198,-1.112278,-0.141224,1.944765,0.448864
1.215627,-1.15413,-0.177657,2.291663,0.377507
1.240361,-1.178472,-0.184122,2.429246,0.235518
1.243257,-1.185303,-0.160621,2.358389,0.008077
1.22604,-1.174624,-0.107151,2.091821,-0.294247
1.192574,-1.146433,-0.023715,1.658848,-0.639004
1.149592,-1.100733,0.089689,2.085765,-1.129488
0.96166,-0.876734,0.10731,0.559113,0.339957
1.113184,-1.030701,0.058033,2.015589,0.232386
1.258351,-1.175763,0.01174,3.412697,0.258794
1.39592,-1.311921,-0.03157,4.731005,0.361726
1.525182,-1.439174,-0.071897,5.962169,0.50715
1.645706,-1.557522,-0.109239,7.102409,0.673917
1.757217,-1.666948,-0.143591,8.149967,0.848315
1.859533,-1.767427,-0.174941,9.10402,1.021123
1.952528,-1.858932,-0.203278,9.964204,1.185953
2.036113,-1.941436,-0.22859,10.730375,1.338272
2.110224,-2.014913,-0.250865,11.4025,1.474801
2.174814,-2.079336,-0.270093,11.980597,1.593138
2.229851,-2.134678,-0.286261,12.464706,1.691515
2.27531,-2.180913,-0.299358,12.854872,1.768628
2.311173,-2.218014,-0.309373,13.151141,1.823539
2.33743,-2.245955,-0.316293,13.353548,1.855591
2.354074,-2.264708,-0.320108,13.462124,1.86437
2.361104,-2.274248,-0.320806,13.476888,1.849668
2.358521,-2.274547,-0.318376,13.397854,1.81147
2.346332,-2.265579,-0.312805,13.225025,1.749949
2.324548,-2.247317,-0.304083,12.958398,1.665477
2.293186,-2.219738,-0.292202,12.597967,1.558639
2.252266,-2.182819,-0.277155,12.143726,1.430278
2.20182,-2.136537,-0.258938,11.595673,1.281539
2.141886,-2.080872,-0.237545,10.953823,1.113953
2.072514,-2.0158,-0.21297,10.218224,0.929555
1.993774,-1.9413,-0.185208,9.388986,0.731044
1.905756,-1.857349,-0.154253,8.466331,0.522037
1.808583,-1.763925,-0.1201,7.450684,0.307442
1.702428,-1.661006,-0.082742,6.348837,0.096622
1.589666,-1.55068,-0.043088,5.252109,-0.067508
1.483027,-1.445379,-0.006515,4.231952,-0.180079
1.384553,-1.34723,0.026049,3.290768,-0.247568
1.294115,-1.25625,0.054584,2.428706,-0.273339
1.211559,-1.172459,0.079073,1.645549,-0.261723
1.136707,-1.095877,0.099498,0.940605,-0.218087
1.069362,-1.02652,0.115839,0.312614,-0.148824
1.009317,-0.964409,0.128078,-0.240279,-0.061274
0.956363,-0.909562,0.136198,-0.72046,0.036467
0.91031,-0.861999,0.14018,-1.130657,0.13585
0.871006,-0.821737,0.140005,-1.473594,0.228286
0.838356,-0.788795,0.135657,-1.751515,0.305697
0.812353,-0.763187,0.12713,-1.965622,0.361178
0.793087,-0.744923,0.114431,-2.11554,0.389784
0.780757,-0.734012,0.097566,-2.199962,0.38803
0.775363,-0.730108,0.077015,-2.229099,0.34376
0.775346,-0.731126,0.055573,-2.206939,0.284295
0.780471,-0.736716,0.033726,-2.131764,0.221082
0.790777,-0.746882,0.011486,-2.002922,0.15975
0.80628,-0.76163,-0.011135,-1.820376,0.10583
0.826974,-0.780965,-0.034124,-1.584662,0.064367
0.852831,-0.804893,-0.057471,-1.296781,0.039634
0.883808,-0.833424,-0.081172,-0.958034,0.03494
0.919851,-0.866572,-0.105234,-0.569853,0.052574
0.960898,-0.904353,-0.129662,-0.133774,0.093749
1.006818,-0.946722,-0.154409,0.323545,0.137506
1.051609,-0.988435,-0.174947,0.738853,0.168355
1.090963,-1.025854,-0.18813,1.099775,0.194599
1.124757,-1.058978,-0.19395,1.406496,0.207964
1.152995,-1.087808,-0.192402,1.659958,0.203155
1.17579,-1.112344,-0.183477,1.861643,0.177148
1.193354,-1.132587,-0.167168,2.013529,0.128699
1.206001,-1.148537,-0.143469,2.118146,0.057983
1.214148,-1.160195,-0.112373,2.178709,-0.033702
1.218334,-1.167559,-0.073872,2.199308,-0.14421
1.219223,-1.170619,-0.027954,2.187204,-0.265355
1.218311,-1.170082,0.023457,2.179431,-0.327959
1.219827,-1.170209,0.06894,2.199311,-0.362654
1.223637,-1.171716,0.106546,2.2403,-0.385581
1.228995,-1.174593,0.136269,2.296173,-0.397132
1.235317,-1.178829,0.158099,2.362136,-0.396695
1.242184,-1.184415,0.172029,2.434855,-0.383164
1.249342,-1.19134,0.17805,2.5124,-0.355284
1.256695,-1.199594,0.176155,2.594168,-0.311863
1.264303,-1.209166,0.166335,2.680798,-0.251842
1.27238,-1.220048,0.148582,2.771967,-0.17817
1.280669,-1.231477,0.124272,2.839722,-0.137359
1.285766,-1.23902,0.101553,2.86756,-0.108255
1.286895,-1.241926,0.081809,2.85451,-0.082445
1.2839,-1.240199,0.065036,2.799236,-0.061378
1.276656,-1.233842,0.051233,2.700703,-0.0461
1.265061,-1.222858,0.040398,2.558116,-0.037245
1.249041,-1.20725,0.032528,2.370885,-0.035008
1.22854,-1.18702,0.027622,2.138598,-0.039115
1.203526,-1.162173,0.025677,1.861018,-0.048762
1.173988,-1.13271,0.026692,1.538093,-0.062529
1.139939,-1.098635,0.030665,1.169989,-0.07825
1.101421,-1.060016,0.037625,0.757166,-0.092838
1.05851,-1.016765,0.047592,0.304916,-0.099919
1.012831,-0.970402,0.059832,-0.11964,-0.070466
0.973326,-0.930085,0.069995,-0.467665,-0.026296
0.941407,-0.897373,0.077342,-0.739466,0.019946
0.916979,-0.872268,0.081871,-0.936319,0.063081
0.899973,-0.854778,0.083578,-1.059292,0.098864
0.890353,-0.844906,0.082462,-1.109027,0.124424
0.888126,-0.842663,0.078518,-1.085576,0.138609
0.893336,-0.848056,0.071741,-0.988346,0.142173
0.90607,-0.861099,0.062126,-0.816174,0.137774
0.926443,-0.881808,0.049663,-0.567518,0.129754
0.95459,-0.910205,0.034341,-0.240723,0.123754
0.990652,-0.946318,0.016148,0.153639,0.12013
1.03127,-0.986695,-0.003186,0.527396,0.097533
1.06636,-1.021349,-0.018647,0.839379,0.082875
1.095064,-1.04962,-0.029905,1.087338,0.071842
1.117251,-1.071507,-0.03696,1.270096,0.059156
1.132848,-1.087011,-0.039811,1.387072,0.041408
1.141832,-1.096132,-0.038459,1.438116,0.01672
1.144222,-1.09887,-0.032903,1.423417,-0.015459
1.140081,-1.095225,-0.023144,1.343507,-0.054445
1.129518,-1.085197,-0.009182,1.199307,-0.098322
1.112696,-1.068785,0.008984,0.99226,-0.143864
1.089842,-1.04599,0.031353,4.218207,-0.389594
2.514262,-2.398739,-0.411641,14.679735,2.278508
2.466546,-2.357549,-0.376128,14.24141,2.037687
2.420175,-2.317157,-0.341777,13.812737,1.809309
2.375132,-2.277564,-0.308587,13.393746,1.593186
2.331397,-2.23877,-0.276558,12.984461,1.389119
2.288948,-2.200774,-0.245691,12.584895,1.196899
2.247764,-2.163578,-0.215986,12.195056,1.016301
2.207824,-2.127179,-0.187442,11.814942,0.847095
2.169104,-2.09158,-0.160059,11.444542,0.689034
2.13158,-2.056779,-0.133838,11.083836,0.541867
2.095227,-2.022777,-0.108778,10.732793,0.40533
2.060021,-1.989573,-0.08488,10.391373,0.27915
2.025935,-1.957168,-0.062144,10.059523,0.163048
1.992944,-1.925561,-0.040569,9.737185,0.056738
1.96102,-1.894752,-0.020158,9.424285,-0.040073
1.930137,-1.86474,-0.000914,9.120744,-0.127685
1.900268,-1.835522,0.017163,8.826471,-0.206399
1.871387,-1.807099,0.034069,8.541369,-0.276523
1.843467,-1.77947,0.049803,8.26533,-0.338366
1.816481,-1.752633,0.064362,7.998242,-0.392239
1.790405,-1.726587,0.077745,7.739985,-0.438455
1.765212,-1.701331,0.089949,7.490437,-0.477327
1.74088,-1.676865,0.100973,7.24947,-0.509169
1.717385,-1.653188,0.110813,7.016958,-0.534292
1.694706,-1.630297,0.119469,6.792771,-0.553007
1.672823,-1.608193,0.126938,6.576785,-0.565624
1.651716,-1.586874,0.133218,6.368877,-0.572448
1.63137,-1.56634,0.138307,6.16893,-0.573782
1.61177,-1.546588,0.142202,5.976838,-0.569927
1.592903,-1.527623,0.144902,5.792501,-0.561175
1.574761,-1.509447,0.146405,5.615835,-0.547819
1.557335,-1.492064,0.146708,5.44677,-0.530141
1.540623,-1.47548,0.145809,5.285253,-0.508417
1.524621,-1.459698,0.143707,5.131251,-0.482917
1.509334,-1.444723,0.140398,4.984752,-0.453899
1.494766,-1.430558,0.135881,4.845769,-0.421609
1.480926,-1.417208,0.130154,4.714353,-0.386297
1.467832,-1.404682,0.123224,4.592365,-0.351817
1.455931,-1.393354,0.115854,4.484303,-0.321573
1.44553,-1.383489,0.108577,4.391033,-0.293162
1.436628,-1.375091,0.101392,4.312576,-0.266457
1.429227,-1.368165,0.094299,4.248952,-0.241325
1.423328,-1.362717,0.087298,4.200178,-0.217625
1.418929,-1.358751,0.080389,4.166269,-0.19521
1.416032,-1.356274,0.073572,4.147237,-0.173929
1.414637,-1.35529,0.066847,4.143091,-0.153628
1.414743,-1.355804,0.060213,4.153839,-0.134152
1.41635,-1.357822,0.053672,4.179483,-0.115348
1.419458,-1.361349,0.047222,4.220025,-0.097064
1.424064,-1.366386,0.040862,4.275462,-0.07915
1.430169,-1.372931,0.034589,4.345788,-0.061466
1.437772,-1.380986,0.028399,4.430997,-0.043873
1.44687,-1.39055,0.022291,4.5299,-0.026254
