n_displ_x,n_displ_y,n_diff_int_vel_x,n_diff_int_vel_y,n_diff_vel_x,n_diff_vel_y,speed,diff_int_v_x,diff_int_v_y,acc_x,acc_y
-0.96182,1.02975,0.000273,-0.006372,0.558381,0.017468,1.553669,-1.172205,0.941311,4.581361,-3.248939
-0.868491,0.980606,-0.000372,-0.006137,0.451247,0.03205,1.565616,-1.209011,0.914588,4.716804,-3.203392
-0.79427,0.941424,-0.000903,-0.005983,0.349931,0.034038,1.571992,-1.236291,0.889568,4.791034,-3.140282
-0.738026,0.910799,-0.001329,-0.005883,0.261659,0.021847,1.572283,-1.254026,0.866248,4.799429,-3.060266
-0.699276,0.886657,-0.001652,-0.005797,0.18643,-0.004523,1.566087,-1.262199,0.844625,4.738538,-2.963832
0.987748,-0.475988,0.000397,-0.013599,-0.025073,-0.766029,1.553101,-1.26079,0.824696,4.609408,-2.84838
0.85285,-0.560549,0.00072,-0.012104,-0.022242,-0.753624,1.533621,-1.250992,0.805491,4.45706,-2.680592
0.717385,-0.643654,0.001084,-0.010598,-0.02129,-0.7394,1.510625,-1.23993,0.781312,4.290765,-2.476798
0.580333,-0.724575,0.001486,-0.009092,-0.021008,-0.722393,1.484785,-1.228817,0.751179,4.106286,-2.246677
0.441124,-0.801575,0.001914,-0.007598,-0.021394,-0.702603,1.456337,-1.217666,0.715074,3.90363,-1.993504
0.299194,-0.872797,0.002354,-0.006131,-0.02245,-0.680029,1.425595,-1.206489,0.672978,3.683141,-1.721356
0.154024,-0.936217,0.002791,-0.004703,-0.024174,-0.654672,1.392964,-1.195302,0.624874,3.445687,-1.435188
0.789181,0.275673,0.004967,0.001231,-0.313577,-0.830992,1.358955,-1.184117,0.570743,3.192931,-1.140851
0.626347,0.242196,0.006059,0.003083,-0.319178,-0.781709,1.324205,-1.17295,0.510569,2.927697,-0.84505
0.476709,0.221716,0.007061,0.004763,-0.301533,-0.704746,1.2895,-1.161814,0.444334,2.65614,-0.563353
0.347521,0.212849,0.007914,0.006211,-0.260329,-0.602636,1.256963,-1.151215,0.374392,2.402453,-0.347838
0.242159,0.213152,0.008571,0.007385,-0.209784,-0.49618,1.230391,-1.142584,0.307533,2.191908,-0.179871
0.160024,0.218978,0.009011,0.008276,-0.160642,-0.395535,1.20977,-1.136029,0.244202,2.027199,-0.049366
0.099672,0.226925,0.009215,0.008876,-0.112902,-0.300703,1.194783,-1.131568,0.184398,1.908681,0.051318
0.059336,0.233843,0.009166,0.009176,-0.066566,-0.211682,1.185056,-1.129218,0.128118,1.835412,0.129609
0.037008,0.236974,0.008853,0.009173,-0.021631,-0.128474,1.180174,-1.128991,0.075364,1.805303,0.19228
0.030543,0.234034,0.008292,0.008883,0.0219,-0.051077,1.179697,-1.13087,0.026154,1.815354,0.245121
0.037776,0.223265,0.007522,0.008348,0.064029,0.020507,1.183178,-1.134835,-0.019488,1.861981,0.292725
0.05662,0.203439,0.006588,0.007617,0.104755,0.08628,1.190174,-1.140864,-0.06154,1.941329,0.338439
0.085151,0.173823,0.005535,0.006742,0.144079,0.146241,1.200267,-1.148937,-0.099978,2.049569,0.384408
0.121658,0.134126,0.004411,0.005774,0.182,0.200389,1.213066,-1.15903,-0.134779,2.183126,0.431722
0.164676,0.084426,0.00326,0.004763,0.218518,0.248726,1.228225,-1.171125,-0.165921,2.338836,0.480597
0.212988,0.025101,0.002128,0.003761,0.253633,0.291251,1.245437,-1.185198,-0.19338,2.514041,0.530575
0.26561,-0.043241,0.00106,0.002817,0.287346,0.327964,1.264447,-1.201228,-0.217134,2.706616,0.580706
0.321768,-0.119823,0.000104,0.001982,0.319657,0.358865,1.285046,-1.219195,-0.237159,2.914972,0.629709
0.380862,-0.20375,-0.000706,0.001296,0.350564,0.383954,1.307073,-1.239077,-0.253432,3.138016,0.676099
0.442428,-0.294056,-0.001352,0.000769,0.380069,0.403231,1.330412,-1.260852,-0.26593,3.37496,0.718262
0.506103,-0.389733,-0.001821,0.000407,0.4081,0.416685,1.35492,-1.28443,-0.274622,3.595215,0.750154
0.571483,-0.489319,-0.002136,0.000186,0.428358,0.42341,1.374211,-1.303526,-0.27861,3.731743,0.757582
0.638241,-0.589979,-0.002333,0.000059,0.436478,0.422776,1.383884,-1.313805,-0.277295,3.775994,0.736279
0.706161,-0.688557,-0.002449,-0.000022,0.432459,0.414784,1.383965,-1.315295,-0.27071,3.728148,0.6863
0.775049,-0.781821,-0.002521,-0.000102,0.416299,0.399409,1.374504,-1.308027,-0.258885,3.588361,0.608729
0.844523,-0.866391,-0.002586,-0.000227,0.387766,0.374654,1.355582,-1.29203,-0.241853,3.356816,0.505744
0.913756,-0.938645,-0.002681,-0.00044,0.3467,0.339131,1.327314,-1.267335,-0.219644,3.033783,0.380796
-0.453261,1.151816,0.001961,0.008369,0.292249,0.279236,1.289864,-1.233971,-0.19229,2.619742,0.238929
-0.425995,1.075781,0.001668,0.008031,0.294025,0.307803,1.243458,-1.191967,-0.159824,2.115588,0.087279
-0.397212,1.001524,0.001182,0.007444,0.271651,0.318186,1.188415,-1.141354,-0.122276,1.523007,-0.064145
-0.37059,0.934503,0.000646,0.006874,0.225127,0.310386,1.12519,-1.082006,-0.079395,0.845174,-0.201293
-0.350908,0.879735,0.000336,0.006654,0.154452,0.284402,1.054445,-1.013671,-0.030861,0.088085,-0.304324
-0.344668,0.841331,0.00015,0.006475,0.059628,0.240235,0.977165,-0.936479,0.022998,-0.696719,-0.318505
-0.353723,0.82368,0.000147,0.006375,-0.049555,0.184367,0.904041,-0.860197,0.075716,-1.334054,-0.17898
-0.37261,0.829759,0.000368,0.006377,-0.158969,0.126147,0.848233,-0.798952,0.117941,-1.788451,0.016889
-0.401434,0.859068,0.000854,0.006508,-0.268453,0.065683,0.808379,-0.752915,0.149559,-2.076375,0.225013
-0.438843,0.911611,0.001658,0.006799,-0.375761,0.003839,0.782946,-0.722096,0.17056,-2.219518,0.407292
1.007237,-0.281705,-0.000731,-0.000495,-0.536199,-0.428906,0.770695,-0.706509,0.180934,-2.238147,0.536159
0.898992,-0.198501,0.000478,0.000455,-0.532048,-0.420461,0.770945,-0.706171,0.180665,-2.144179,0.597589
0.794299,-0.132137,0.001787,0.001462,-0.500735,-0.386104,0.783736,-0.721103,0.169737,-1.936976,0.592085
0.702918,-0.080615,0.003144,0.002471,-0.442259,-0.325835,0.809818,-0.751332,0.148126,-1.603527,0.534715
0.632901,-0.043703,0.004484,0.00341,-0.35662,-0.239655,0.850485,-0.796895,0.115803,-1.122978,0.454109
0.590026,-0.024179,0.005721,0.004188,-0.243951,-0.127743,0.907291,-0.857837,0.072729,-0.473709,0.389253
0.575939,-0.026876,0.006757,0.004704,-0.115834,-0.005906,0.981749,-0.93422,0.018851,0.360074,0.38354
0.586805,-0.05599,0.007503,0.00488,0.019701,0.114899,1.075111,-1.026131,-0.045901,1.369623,0.464717
0.617592,-0.113135,0.007842,0.004621,0.15725,0.230155,1.182415,-1.12828,-0.117107,2.319766,0.505772
0.663583,-0.185706,0.007713,0.003873,0.264953,0.313235,1.268259,-1.20887,-0.168192,2.999517,0.530595
0.719876,-0.266509,0.007114,0.002637,0.337406,0.359622,1.324476,-1.262498,-0.19464,3.386456,0.499923
0.782933,-0.347191,0.006045,0.000911,0.374607,0.369315,1.35012,-1.289163,-0.196452,3.477373,0.379526
0.850008,-0.417365,0.004506,-0.001304,0.376558,0.342314,1.345333,-1.288866,-0.173627,3.274373,0.16199
0.288279,0.951071,0.01045,0.019785,0.465936,0.628549,1.311268,-1.261606,-0.126164,2.784315,-0.137928
0.363459,0.873587,0.008478,0.020081,0.410201,0.673728,1.250381,-1.207384,-0.054065,2.023064,-0.481618
1.042111,-0.435836,-0.002931,-0.010885,0.170905,0.041153,1.167195,-1.1262,0.04267,1.02734,-0.800456
1.078195,-0.326705,-0.00635,-0.015057,0.031852,-0.132621,1.06989,-1.018054,0.164043,-0.117582,-0.990707
1.065762,-0.13734,-0.010239,-0.019718,-0.142451,-0.343089,0.973237,-0.882945,0.310053,-1.474757,-0.96762
0.693859,-0.971434,-0.018488,0.000799,0.304956,-0.594057,1.168749,-1.124422,0.097647,2.257012,0.609422
0.321619,-0.779139,-0.016701,0.00228,0.376927,-0.434896,1.259884,-1.219173,-0.022877,3.084558,0.734732
0.083924,-0.607612,-0.01506,0.003163,0.431619,-0.277055,1.346313,-1.299221,-0.13181,3.84274,0.961824
-0.054679,-0.483296,-0.013452,0.003546,0.469998,-0.118198,1.423782,-1.36447,-0.229114,4.488914,1.238018
-0.120729,-0.414931,-0.011776,0.003526,0.494183,0.043359,1.489503,-1.414838,-0.314753,5.001218,1.522047
-0.13343,-0.401635,-0.010026,0.003168,0.507606,0.207165,1.541612,-1.450336,-0.38872,5.368771,1.783407
-0.10664,-0.43728,-0.008217,0.002525,0.514234,0.368711,1.578834,-1.471016,-0.451021,5.586356,1.999957
-0.050474,-0.512822,-0.006356,0.001646,0.516459,0.518448,1.600277,-1.476931,-0.501658,5.651641,2.155654
0.027547,-0.617559,-0.004445,0.000581,0.512848,0.643628,1.6053,-1.468136,-0.540639,5.563737,2.238826
0.121705,-0.739812,-0.00249,-0.000621,0.498204,0.732621,1.593434,-1.444683,-0.567966,5.322441,2.240954
0.227545,-0.867312,-0.000495,-0.001911,0.466568,0.778507,1.56433,-1.406625,-0.583646,4.927828,2.155846
0.341498,-0.987412,0.001536,-0.003238,0.414616,0.779802,1.517725,-1.354016,-0.587683,4.380011,1.979099
0.460614,-1.087199,0.003599,-0.004555,0.342959,0.739408,1.453414,-1.286908,-0.580081,3.678985,1.70779
0.582361,-1.153547,0.005689,-0.00581,0.255113,0.663453,1.371244,-1.205356,-0.560846,2.824477,1.340373
0.704445,-1.173108,0.00781,-0.006952,0.155258,0.560168,1.271093,-1.109403,-0.529979,1.815749,0.876828
0.824625,-1.132236,0.010029,-0.007903,0.046205,0.438306,1.152872,-0.999032,-0.487457,0.65126,0.31922
0.940495,-1.019089,0.012425,-0.008581,-0.072164,0.311458,1.016525,-0.874198,-0.433243,-0.672019,-0.326884
1.049412,-0.837865,0.014953,-0.008968,-0.203608,0.192917,0.86203,-0.734853,-0.367305,-2.160192,-1.048771
1.147577,-0.597864,0.017516,-0.009072,-0.349347,0.073751,0.68944,-0.580953,-0.289605,-3.775624,-1.795394
1.228219,-0.30102,0.020007,-0.008904,-0.494479,-0.046175,0.514908,-0.427206,-0.20606,-5.177106,-2.323401
1.270369,0.056598,0.02226,-0.008511,-0.595906,-0.154636,0.385021,-0.315886,-0.133702,-6.249589,-2.366016
-0.10524,-1.267334,0.014423,0.022091,-0.741702,0.093109,0.305376,-0.249831,-0.073658,-6.956449,-1.730146
0.123221,-1.119231,0.014404,0.021751,-0.748429,0.101552,0.278947,-0.229092,-0.025932,-7.08866,-0.574089
0.274071,-0.94779,0.013941,0.021147,-0.710264,0.126386,0.304555,-0.253718,0.009472,-6.547954,0.385253
0.334402,-0.797127,0.013084,0.020312,-0.627206,0.16761,0.376994,-0.323759,0.032551,-5.521638,0.716968
0.356361,-0.683986,0.011893,0.019287,-0.499255,0.225226,0.493117,-0.439264,0.0433,-4.101937,0.615022
0.381416,-0.610025,0.010431,0.01811,-0.326411,0.299233,0.65293,-0.600283,0.041717,-2.255904,0.387298
0.426825,-0.57984,0.008775,0.016816,-0.108675,0.389631,0.857454,-0.806851,0.027791,0.048042,0.218912
0.496868,-0.60159,0.007016,0.015428,0.153954,0.496419,1.10758,-1.058988,0.001502,2.738888,0.16652
0.593935,-0.680357,0.005233,0.013958,0.438523,0.612909,1.380881,-1.333745,-0.030474,5.227478,0.131782
0.383394,0.825185,0.017877,-0.002011,0.698342,-0.385203,1.611117,-1.565278,-0.04896,7.242418,0.114189
0.349654,0.572831,0.015061,-0.001815,0.845056,-0.292018,1.793406,-1.749116,-0.052665,8.778352,0.049811
0.323732,0.290168,0.012155,-0.001713,0.948953,-0.191976,1.927744,-1.885181,-0.041554,9.835526,-0.089752
0.309933,-0.013025,0.009221,-0.001662,1.017091,-0.087975,2.014427,-1.97343,-0.015584,10.41552,-0.313623
0.312232,-0.326161,0.006321,-0.00162,1.055595,0.011848,2.054032,-2.013824,0.025289,10.521024,-0.620225
0.33505,-0.637904,0.003517,-0.001544,1.066448,0.095631,2.04748,-2.006323,0.081109,10.156581,-0.999495
0.38395,-0.93589,0.000871,-0.001391,1.04622,0.152052,1.996223,-1.950885,0.151918,9.330324,-1.431989
0.466499,-1.20597,-0.001559,-0.00113,0.988055,0.174204,1.902597,-1.847466,0.237759,8.057686,-1.885443
0.593451,-1.430493,-0.003696,-0.000744,0.884967,0.160408,1.770517,-1.695993,0.338658,6.422554,-2.287116
0.770454,-1.590348,-0.005466,-0.000225,0.747228,0.118686,1.619638,-1.511699,0.448498,4.862003,-2.461927
0.975147,-1.684417,-0.006857,0.000412,0.615924,0.06998,1.491518,-1.338404,0.549682,3.555646,-2.477738
1.194417,-1.712825,-0.007886,0.00114,0.492932,0.018898,1.388218,-1.179026,0.641034,2.510806,-2.379685
1.412979,-1.679267,-0.008571,0.001931,0.378245,-0.03161,1.308315,-1.033587,0.722539,1.720551,-2.212278
1.61446,-1.592558,-0.008927,0.002758,0.272355,-0.079223,1.249388,-0.902111,0.794184,1.159632,-2.020066
1.784651,-1.465848,-0.008972,0.003594,0.175652,-0.122427,1.208113,-0.784621,0.855955,0.78775,-1.837583
1.913452,-1.315207,-0.008726,0.004419,0.085019,-0.162991,1.180581,-0.681142,0.907833,0.558008,-1.682702
1.995968,-1.157209,-0.008232,0.005206,0.000853,-0.199942,1.162702,-0.591717,0.949769,0.426361,-1.556205
2.032633,-1.005432,-0.007539,0.00592,-0.075426,-0.231917,1.150602,-0.516396,0.981703,0.357862,-1.446471
2.027337,-0.869319,-0.006697,0.006523,-0.142837,-0.258193,1.140901,-0.45523,1.003571,0.328285,-1.335963
1.985566,-0.754354,-0.005757,0.006981,-0.200691,-0.278451,1.130875,-0.408269,1.015312,0.32233,-1.206794
1.913095,-0.662841,-0.004769,0.007258,-0.248486,-0.292646,1.118512,-0.375563,1.016865,0.332561,-1.045479
1.814908,-0.595995,-0.003782,0.007322,-0.284885,-0.301402,1.103316,-0.358105,1.008643,0.429875,-0.887263
1.691514,-0.56991,-0.00282,0.007196,-0.295242,-0.312199,1.096767,-0.370219,0.997814,0.626502,-0.82086
1.548225,-0.584577,-0.0019,0.006953,-0.274208,-0.327972,1.104535,-0.416912,0.986924,0.905124,-0.874323
1.39135,-0.628822,-0.001041,0.00666,-0.218218,-0.345504,1.130697,-0.498199,0.976021,1.304129,-1.070104
1.229141,-0.688982,-0.000273,0.006372,-0.123061,-0.359588,1.181239,-0.614097,0.96515,1.876113,-1.421368
1.073921,-0.750038,0.000372,0.006137,0.00335,-0.368595,1.256937,-0.757391,0.952775,2.438942,-1.830958
0.945127,-0.78986,0.000903,0.005983,0.117822,-0.363251,1.325397,-0.885457,0.929589,2.950513,-2.091201
0.841515,-0.816143,0.001329,0.005883,0.212667,-0.342037,1.377492,-0.991038,0.893978,3.372131,-2.182081
0.759261,-0.835865,0.001652,0.005797,0.28754,-0.305003,1.410938,-1.074116,0.8459,3.65842,-2.117469
0.695445,-0.85259,0.001873,0.005688,0.342201,-0.252164,1.424391,-1.134671,0.785313,3.779014,-1.914225
0.647847,-0.868034,0.001993,0.005517,0.376005,-0.184291,1.417157,-1.172683,0.712177,3.750422,-1.609802
0.61353,-0.883436,0.002017,0.005256,0.395013,-0.11072,1.399238,-1.197236,0.630996,3.707221,-1.300864
0.590434,-0.901372,0.001935,0.004894,0.411827,-0.039057,1.385567,-1.221466,0.5483,3.68529,-1.014689
0.577342,-0.924239,0.001745,0.004425,0.426595,0.030297,1.37667,-1.245539,0.464138,3.690274,-0.747879
0.572728,-0.954223,0.001444,0.003843,0.439351,0.096934,1.372871,-1.26947,0.378488,3.727446,-0.495512
0.574774,-0.993211,0.00103,0.003142,0.450184,0.160359,1.374445,-1.293275,0.291325,3.80128,-0.251319
0.581428,-1.042704,0.0005,0.002315,0.459259,0.219985,1.381613,-1.316971,0.202625,3.915081,-0.007954
0.590485,-1.103751,-0.000147,0.001357,0.466858,0.275144,1.394525,-1.340573,0.112365,4.070707,0.242612
0.599676,-1.176914,-0.000901,0.000275,0.473426,0.325098,1.413265,-1.364086,0.020532,4.253911,0.483078
0.612725,-1.258885,-0.001725,-0.000897,0.475926,0.363324,1.433276,-1.38329,-0.065472,4.35356,0.582474
0.643716,-1.337874,-0.002559,-0.002099,0.464295,0.373259,1.439276,-1.386115,-0.124451,4.297859,0.591377
0.909962,-1.2479,0.005679,0.005015,0.071712,0.000348,1.427085,-1.371715,-0.154942,4.063707,0.501583
0.90851,-1.268563,0.00524,0.004561,0.091592,0.036258,1.394952,-1.340037,-0.156877,3.639336,0.308093
0.93522,-1.273136,0.004748,0.003984,0.090829,0.041435,1.342613,-1.291031,-0.130191,3.021696,0.022276
0.988483,-1.252279,0.004254,0.003347,0.069421,0.015881,1.271444,-1.224643,-0.074817,2.233235,-0.302885
1.060221,-1.19926,0.003809,0.002708,0.032657,-0.033097,1.190288,-1.14611,0.001999,1.525031,-0.359287
1.107467,-1.149957,0.003444,0.002101,0.011705,-0.062418,1.132035,-1.086589,0.05719,1.087811,-0.248725
1.123586,-1.124203,0.003169,0.001527,0.011854,-0.064772,1.098574,-1.051381,0.083422,0.89904,-0.082516
1.111627,-1.131445,0.002961,0.000976,0.033102,-0.04016,1.087699,-1.040534,0.080656,0.937725,0.101727
1.07575,-1.175438,0.002756,0.000421,0.07545,0.011418,1.099575,-1.054136,0.048839,1.204926,0.296881
0.868127,-1.360163,-0.000773,-0.004928,0.146405,-0.127145,1.136818,-1.092279,-0.012086,1.667287,0.458691
0.758804,-1.396963,-0.000033,-0.00456,0.198001,-0.074297,1.188371,-1.140887,-0.084807,2.118627,0.499273
0.676788,-1.422245,0.000508,-0.004271,0.239256,-0.031049,1.232309,-1.179573,-0.144287,2.485113,0.554507
0.617618,-1.439422,0.000846,-0.004083,0.269779,0.002187,1.266366,-1.208089,-0.19024,2.749781,0.600122
0.57746,-1.449565,0.000985,-0.004019,0.28946,0.025261,1.289205,-1.226408,-0.222664,2.903325,0.616778
0.553385,-1.452092,0.00093,-0.0041,0.298236,0.038016,1.299984,-1.234504,-0.241559,2.940751,0.591906
0.543167,-1.445325,0.000687,-0.004347,0.29608,0.040283,1.298245,-1.232352,-0.246926,2.85954,0.518933
0.545041,-1.427427,0.000295,-0.004752,0.283062,0.031619,1.283846,-1.219926,-0.238764,2.658782,0.396859
0.557478,-1.397332,-0.000189,-0.005282,0.259241,0.011729,1.256957,-1.197199,-0.217072,2.338971,0.230325
0.579143,-1.353654,-0.000709,-0.005906,0.224635,-0.019382,1.218094,-1.164147,-0.18185,1.902465,0.03028
0.608786,-1.294521,-0.00121,-0.006592,0.179261,-0.061604,1.168207,-1.120742,-0.133098,1.354829,-0.184725
0.645028,-1.217557,-0.001636,-0.007308,0.123137,-0.11472,1.108859,-1.06696,-0.070816,0.708026,-0.386341
0.685752,-1.120015,-0.001932,-0.008022,0.05646,-0.178209,1.042688,-1.002944,0.004821,0.057934,-0.462095
0.711846,-1.012621,-0.001961,-0.008369,-0.005628,-0.235997,0.98701,-0.943683,0.078576,-0.405839,-0.367979
0.711502,-0.912437,-0.001668,-0.008031,-0.052578,-0.276581,0.950807,-0.89961,0.139948,-0.669866,-0.22504
0.68812,-0.829046,-0.001182,-0.007444,-0.08422,-0.298958,0.931607,-0.870884,0.188465,-0.759957,-0.079607
0.647894,-0.768678,-0.000646,-0.006874,-0.100237,-0.301725,0.927009,-0.857525,0.224117,-0.705572,0.036556
0.598248,-0.734282,-0.000336,-0.006654,-0.100029,-0.282897,0.935099,-0.859555,0.246887,-0.53089,0.108229
0.546406,-0.726687,-0.00015,-0.006475,-0.082455,-0.239657,0.954739,-0.877001,0.256758,-0.248867,0.134326
0.497762,-0.745521,-0.000147,-0.006375,-0.046051,-0.176144,0.985683,-0.909899,0.253708,0.140408,0.124347
0.45343,-0.788504,-0.000368,-0.006377,0.008717,-0.104753,1.028515,-0.958289,0.237711,0.647809,0.09581
0.412793,-0.853668,-0.000854,-0.006508,0.080204,-0.029891,1.084471,-1.022222,0.208734,1.285936,0.070805
0.375628,-0.939427,-0.001658,-0.006799,0.163992,0.043765,1.153087,-1.099515,0.167601,1.876248,0.01186
0.352714,-1.037002,-0.002793,-0.00727,0.22402,0.100343,1.203466,-1.156159,0.127397,2.188448,-0.017868
0.3425,-1.138623,-0.004198,-0.007918,0.247216,0.133861,1.223415,-1.18023,0.09269,2.19675,-0.00706
0.339949,-1.236693,-0.00579,-0.008738,0.233643,0.14437,1.212061,-1.171667,0.063468,1.890575,0.017364
0.341327,-1.322544,-0.007459,-0.009723,0.184603,0.133377,1.168858,-1.130387,0.039713,1.328743,0.026203
0.34693,-1.387372,-0.00908,-0.010862,0.117898,0.100583,1.109258,-1.072015,0.024568,0.766498,-0.016929
0.360341,-1.426322,-0.010586,-0.012121,0.058359,0.045329,1.055778,-1.019203,0.022589,0.267319,-0.080944
0.380576,-1.436574,-0.011913,-0.013447,0.007826,-0.0281,1.008711,-0.972207,0.033828,-0.167788,-0.147571
0.404427,-1.415642,-0.012977,-0.014769,-0.033042,-0.115644,0.968634,-0.931029,0.058285,-0.532231,-0.200815
0.425796,-1.362498,-0.013662,-0.015989,-0.064776,-0.210795,0.936763,-0.895668,0.09596,-0.811996,-0.229648
0.439249,-1.282452,-0.013905,-0.017057,-0.090782,-0.296376,0.914983,-0.866124,0.146852,-0.98522,-0.233106
0.440273,-1.186327,-0.013706,-0.01797,-0.112847,-0.375933,0.905772,-0.842397,0.210963,-1.024948,-0.226778
0.424063,-1.087194,-0.013064,-0.018729,-0.131292,-0.45289,0.911954,-0.824488,0.288291,-0.906515,-0.247735
0.387859,-0.999378,-0.011978,-0.019334,-0.145906,-0.527987,0.936291,-0.812395,0.378836,-0.618224,-0.352941
0.333051,-0.936332,-0.01045,-0.019785,-0.156003,-0.599749,0.981012,-0.80612,0.4826,-0.169719,-0.608083
0.265784,-0.908084,-0.008478,-0.020081,-0.159997,-0.664314,1.047471,-0.805662,0.599581,0.66002,-1.335511
1.048836,0.2573,-0.012619,-0.004285,0.546394,-0.258908,1.429168,-1.359992,-0.242586,4.098998,0.9168
0.878368,0.48942,-0.010468,-0.003679,0.50362,-0.193153,1.413532,-1.339634,-0.270579,3.930737,0.952293
0.768884,0.664082,-0.008613,-0.003664,0.458463,-0.120998,1.398034,-1.319618,-0.294694,3.765351,0.971786
0.710074,0.785608,-0.007037,-0.004178,0.411887,-0.040105,1.382463,-1.299945,-0.31493,3.601306,0.9758
0.692875,0.859564,-0.005723,-0.005161,0.366012,0.051205,1.366631,-1.280614,-0.331287,3.437209,0.964827
0.709382,0.89256,-0.004651,-0.006555,0.324271,0.152485,1.350379,-1.261625,-0.343764,3.271815,0.939381
0.752714,0.89207,-0.003793,-0.008293,0.290628,0.259225,1.333577,-1.242986,-0.352354,3.104033,0.90005
0.816856,0.866273,-0.003109,-0.010309,0.267478,0.361877,1.316127,-1.224704,-0.357042,2.932933,0.847541
0.896467,0.823904,-0.00256,-0.012533,0.253387,0.447691,1.297959,-1.20679,-0.357815,2.757759,0.782725
0.986661,0.774127,-0.002107,-0.014897,0.243157,0.505037,1.279041,-1.189253,-0.354659,2.577941,0.706679
1.082765,0.72641,-0.001711,-0.017333,0.23083,0.526997,1.259372,-1.172104,-0.347559,2.39312,0.620725
1.180051,0.690393,-0.001333,-0.019773,0.213083,0.512086,1.238994,-1.155351,-0.336501,2.203185,0.526455
1.273433,0.67575,-0.000933,-0.022149,0.190525,0.463205,1.217989,-1.139006,-0.321473,2.008322,0.425764
1.357138,0.692013,-0.000471,-0.02439,0.166673,0.386483,1.196484,-1.123075,-0.302457,1.80908,0.320851
1.424346,0.748352,0.000125,-0.026417,0.145707,0.290152,1.174658,-1.107536,-0.279428,1.606465,0.214211
1.466807,0.853279,0.000948,-0.028135,0.130437,0.182964,1.152747,-1.092346,-0.252347,1.402041,0.108597
0.302877,1.752964,-0.010349,-0.020881,0.207878,-0.225944,1.131045,-1.077457,-0.221175,1.198066,0.006923
0.198151,1.715109,-0.011488,-0.021408,0.191357,-0.260964,1.109918,-1.062825,-0.185876,0.99763,-0.087882
0.091949,1.645845,-0.012499,-0.021809,0.171903,-0.292794,1.089802,-1.048405,-0.146411,0.804796,-0.173112
-0.010842,1.542258,-0.013375,-0.022079,0.145931,-0.312307,1.07121,-1.03415,-0.102742,0.624704,-0.246632
-0.106743,1.409618,-0.014048,-0.022187,0.108046,-0.299639,1.054734,-1.020015,-0.05483,0.463602,-0.307329
-0.193721,1.256854,-0.014423,-0.022091,0.061831,-0.235514,1.041038,-1.005955,-0.002639,0.328741,-0.355672
-0.270815,1.092942,-0.014404,-0.021751,0.028188,-0.135761,1.030852,-0.991925,0.053869,0.228061,-0.394322
-0.338639,0.926685,-0.013941,-0.021147,0.016943,-0.07207,1.02495,-0.977923,0.114711,0.169621,-0.428689
-0.399862,0.766386,-0.013084,-0.020312,0.009367,-0.087534,1.024124,-0.964048,0.179849,0.160771,-0.467273
-0.459572,0.619373,-0.011893,-0.019287,-0.003763,-0.162754,1.029151,-0.950412,0.249239,0.207126,-0.521631
-0.525428,0.491461,-0.010431,-0.01811,-0.019153,-0.266944,1.040747,-0.937125,0.322839,0.31156,-0.605801
-0.607517,0.386416,-0.008775,-0.016816,-0.033644,-0.381591,1.059531,-0.924301,0.400605,0.473444,-0.735199
-0.717921,0.305577,-0.007016,-0.015428,-0.046398,-0.498715,1.08599,-0.912051,0.482494,0.688407,-0.925129
-0.868799,0.246643,-0.005233,-0.013958,-0.057647,-0.611044,1.120455,-0.900455,0.568477,0.946532,-1.18608
-1.062738,0.198397,-0.003473,-0.012384,-0.069,-0.709851,1.161821,-0.8887,0.657477,1.202646,-1.484507
-1.295188,0.150539,-0.001787,-0.010691,-0.085423,-0.79495,1.202321,-0.872155,0.74299,1.410464,-1.801443
-1.559674,0.093716,-0.000173,-0.008878,-0.107664,-0.868068,1.240167,-0.849967,0.82394,1.565198,-2.127474
-1.626773,0.237534,0.01063,-0.008615,-0.132876,-1.010875,1.274996,-0.822054,0.900363,1.667108,-2.452676
-1.699766,-0.055214,0.00932,-0.006545,-0.166896,-0.940083,1.306594,-0.788335,0.972294,1.717658,-2.769255
-1.752309,-0.348094,0.008156,-0.004349,-0.186508,-0.865831,1.334867,-0.748728,1.039766,1.719064,-3.071241
-1.78627,-0.638853,0.00724,-0.001991,-0.195143,-0.799444,1.35983,-0.703153,1.102815,1.674015,-3.354221
-1.803326,-0.925541,0.006647,0.000542,-0.199658,-0.747827,1.381589,-0.651547,1.161462,1.59791,-3.609744
-1.808835,-1.200361,0.006372,0.003207,-0.202663,-0.710763,1.400657,-0.598295,1.21378,1.649658,-3.77079
-1.831155,-1.426154,0.006362,0.005934,-0.183405,-0.675181,1.417421,-0.569239,1.248524,1.794729,-3.85369
-1.883675,-1.595159,0.00654,0.008644,-0.140248,-0.635837,1.429483,-0.568835,1.26373,2.006957,-3.850268
2.456031,0.687475,-0.00896,-0.024011,-1.022642,-1.448914,1.436488,-0.597166,1.259331,2.291081,-3.755382
2.1739,0.424053,-0.006949,-0.0214,-0.945332,-1.410271,1.440573,-0.654316,1.235262,2.655561,-3.58141
1.899144,0.141074,-0.005068,-0.018875,-0.839188,-1.350828,1.446348,-0.740368,1.191455,3.117275,-3.35538
1.622802,-0.142568,-0.003403,-0.016499,-0.704211,-1.270587,1.460842,-0.855405,1.127844,3.710584,-3.112206
1.339609,-0.408936,-0.002035,-0.014339,-0.5404,-1.169546,1.493155,-0.99951,1.044364,4.496351,-2.880675
