n_displ_x,n_displ_y,n_diff_int_vel_x,n_diff_int_vel_y,n_diff_vel_x,n_diff_vel_y,speed,diff_int_v_x,diff_int_v_y,acc_x,acc_y
0.531778,-0.141624,-0.00143,0.001495,0.031904,0.024917,1.264019,-1.212164,0.134676,3.075492,0.046886
0.538968,-0.179994,-0.000968,0.001944,0.099805,0.092672,1.332123,-1.285188,0.0813,3.667271,0.063607
0.558047,-0.223703,-0.000693,0.002148,0.149972,0.142056,1.386663,-1.342004,0.038142,4.119199,0.098025
0.585087,-0.271065,-0.000691,0.002038,0.182403,0.173069,1.42629,-1.382688,0.005124,4.418643,0.126547
0.616737,-0.319165,-0.00093,0.001669,0.1971,0.185711,1.450152,-1.407195,-0.017707,4.558664,0.133641
0.650014,-0.364357,-0.001345,0.001126,0.194061,0.179982,1.457732,-1.415454,-0.030274,4.535536,0.110071
0.682206,-0.402596,-0.001872,0.000495,0.174041,0.157265,1.448772,-1.40739,-0.032499,4.347499,0.051835
0.711782,-0.43023,-0.002437,-0.000142,0.141473,0.125718,1.423231,-1.38293,-0.024306,3.994253,-0.040235
0.737985,-0.443911,-0.002964,-0.000704,0.097111,0.086723,1.381287,-1.342001,-0.005619,3.48217,-0.15567
0.759353,-0.441089,-0.003378,-0.001115,0.042779,0.041867,1.325177,-1.286356,0.022054,2.89189,-0.227097
0.772513,-0.42581,-0.003616,-0.001308,-0.01077,0.000499,1.265874,-1.226688,0.049427,2.285249,-0.263358
0.777289,-0.399823,-0.003657,-0.001269,-0.061711,-0.035795,1.205159,-1.164804,0.074924,1.664202,-0.273144
0.774074,-0.363989,-0.00352,-0.001045,-0.110044,-0.067016,1.142994,-1.100726,0.098499,1.029316,-0.254678
0.763277,-0.319105,-0.003228,-0.000686,-0.155769,-0.093162,1.079346,-1.034479,0.120098,0.381412,-0.20569
0.7453,-0.265888,-0.002803,-0.000241,-0.198887,-0.114234,1.014193,-0.966089,0.13967,-0.278322,-0.123246
0.720508,-0.204987,-0.002267,0.000239,-0.239396,-0.130232,0.947529,-0.895581,0.157164,-0.948155,-0.003495
0.689181,-0.13697,-0.001642,0.000705,-0.277297,-0.141157,0.879362,-0.82298,0.172526,-1.625539,0.158708
0.65144,-0.06233,-0.000885,0.001074,-0.31259,-0.147007,0.809729,-0.748311,0.185706,-2.306629,0.370373
0.607141,0.018511,-0.00011,0.001275,-0.345275,-0.147783,0.738703,-0.6716,0.196651,-2.96079,0.654202
0.55707,0.099082,0.000582,0.001403,-0.368224,-0.139674,0.673316,-0.601596,0.200909,-3.240668,1.118524
0.518867,0.140468,0.001204,0.001655,-0.339417,-0.100212,0.654097,-0.589464,0.171863,-3.061198,1.278666
0.511306,0.136069,0.001759,0.00182,-0.251725,-0.025586,0.694225,-0.643889,0.104748,-2.346648,1.058706
0.53358,0.090748,0.00213,0.001821,-0.105148,0.084204,0.808112,-0.76499,-0.000513,-0.844678,0.824428
0.573966,0.006932,0.002176,0.001565,0.099319,0.228391,1.005763,-0.951921,-0.143248,1.115148,0.744022
0.622651,-0.089628,0.001815,0.00101,0.274209,0.339458,1.188742,-1.1173,-0.255986,2.405838,0.680772
0.677229,-0.17904,0.001149,0.000257,0.358888,0.370601,1.277328,-1.200401,-0.291825,2.767638,0.444585
0.736511,-0.242024,0.000332,-0.000544,0.353357,0.321821,1.268707,-1.201081,-0.250623,2.206917,-0.122005
0.797645,-0.24378,-0.000444,-0.001209,0.257616,0.193118,1.168956,-1.11916,-0.132201,0.942814,-0.733376
0.841784,-0.172486,-0.000986,-0.001554,0.11718,0.031144,1.04247,-0.999974,0.016965,-0.142538,-0.712227
0.847904,-0.081344,-0.00125,-0.001555,-0.002289,-0.096798,0.960618,-0.909165,0.129584,-0.780976,-0.425491
0.81867,0.000708,-0.001233,-0.001235,-0.100046,-0.189942,0.913866,-0.847505,0.204855,-1.053759,-0.059609
0.766003,0.056301,-0.000934,-0.000628,-0.1726,-0.246539,0.892268,-0.815029,0.242726,-1.074842,0.26551
0.705392,0.080485,-0.000387,0.000206,-0.209952,-0.26157,0.889805,-0.811784,0.243128,-0.922117,0.498296
0.650363,0.076601,0.000342,0.001171,-0.211441,-0.234703,0.906452,-0.837836,0.205969,-0.596861,0.634835
0.610401,0.050031,0.001161,0.002135,-0.177068,-0.165938,0.948266,-0.893278,0.131113,-0.026637,0.71284
0.590836,0.0051,0.001937,0.002906,-0.109033,-0.058449,1.023256,-0.976041,0.021544,0.71129,0.599777
0.590416,-0.034025,0.00257,0.003338,-0.040648,0.039703,1.103321,-1.052915,-0.074824,1.402872,0.495171
0.604799,-0.066208,0.003052,0.003423,0.016459,0.111744,1.169198,-1.112278,-0.141224,1.944765,0.448864
0.629587,-0.094379,0.003384,0.003159,0.062289,0.157672,1.215627,-1.15413,-0.177657,2.291663,0.377507
0.660871,-0.117051,0.003565,0.002547,0.096841,0.177488,1.240361,-1.178472,-0.184122,2.429246,0.235518
0.695106,-0.130142,0.003597,0.001587,0.120115,0.171191,1.243257,-1.185303,-0.160621,2.358389,0.008077
0.728546,-0.127988,0.003477,0.000279,0.132111,0.138783,1.22604,-1.174624,-0.107151,2.091821,-0.294247
-0.050695,-1.284516,0.007098,-0.004761,0.192402,0.019662,1.192574,-1.146433,-0.023715,1.658848,-0.639004
0.072506,-1.326759,0.005891,-0.007529,0.145599,-0.095766,1.149592,-1.100733,0.089689,2.085765,-1.129488
0.666698,0.771995,0.045006,0.010427,1.646655,0.625232,0.96166,-0.876734,0.10731,0.559113,0.339957
0.887362,0.379502,0.043448,0.009264,1.72623,0.740388,1.113184,-1.030701,0.058033,2.015589,0.232386
1.042327,0.009703,0.041946,0.00818,1.730735,0.879156,1.258351,-1.175763,0.01174,3.412697,0.258794
1.152276,-0.333932,0.040457,0.007147,1.577328,1.024543,1.39592,-1.311921,-0.03157,4.731005,0.361726
1.22973,-0.65157,0.038947,0.006147,1.18572,1.023028,1.525182,-1.439174,-0.071897,5.962169,0.50715
1.282819,-0.944826,0.037383,0.005167,0.851057,0.731547,1.645706,-1.557522,-0.109239,7.102409,0.673917
1.31719,-1.21593,0.035748,0.004201,0.796185,0.451724,1.757217,-1.666948,-0.143591,8.149967,0.848315
1.337015,-1.467383,0.034035,0.003246,0.856579,0.295115,1.859533,-1.767427,-0.174941,9.10402,1.021123
-1.085643,1.858176,0.010466,0.004104,0.965326,-0.007272,1.952528,-1.858932,-0.203278,9.964204,1.185953
-1.112272,1.835968,0.010274,0.00462,1.047665,0.013023,2.036113,-1.941436,-0.22859,10.730375,1.338272
-1.140163,1.794074,0.009941,0.005063,1.120071,0.033125,2.110224,-2.014913,-0.250865,11.4025,1.474801
-1.168378,1.735327,0.009486,0.005429,1.182513,0.053099,2.174814,-2.079336,-0.270093,11.980597,1.593138
-1.195941,1.662504,0.008928,0.005718,1.234997,0.072985,2.229851,-2.134678,-0.286261,12.464706,1.691515
-1.221861,1.578347,0.008281,0.005923,1.277562,0.092794,2.27531,-2.180913,-0.299358,12.854872,1.768628
-1.245137,1.485571,0.007559,0.006042,1.310284,0.112508,2.311173,-2.218014,-0.309373,13.151141,1.823539
-1.264775,1.386878,0.006775,0.006071,1.333272,0.132075,2.33743,-2.245955,-0.316293,13.353548,1.855591
-1.279788,1.284961,0.005945,0.006004,1.346667,0.151408,2.354074,-2.264708,-0.320108,13.462124,1.86437
-1.289214,1.18251,0.005082,0.005839,1.350633,0.170376,2.361104,-2.274248,-0.320806,13.476888,1.849668
-1.292116,1.082223,0.0042,0.005572,1.345352,0.188809,2.358521,-2.274547,-0.318376,13.397854,1.81147
-1.287601,0.986805,0.003313,0.005198,1.331013,0.206493,2.346332,-2.265579,-0.312805,13.225025,1.749949
-1.274828,0.898977,0.002436,0.004713,1.307807,0.223173,2.324548,-2.247317,-0.304083,12.958398,1.665477
-1.253027,0.82148,0.0016,0.004126,1.275912,0.238521,2.293186,-2.219738,-0.292202,12.597967,1.558639
-1.222211,0.755847,0.000834,0.003453,1.235557,0.249301,2.252266,-2.182819,-0.277155,12.143726,1.430278
-1.183993,0.70087,0.000146,0.002723,1.186629,0.253964,2.20182,-2.136537,-0.258938,11.595673,1.281539
-1.140236,0.654954,-0.000459,0.001965,1.128929,0.25316,2.141886,-2.080872,-0.237545,10.953823,1.113953
-1.092833,0.61647,-0.000978,0.001209,1.062325,0.247429,2.072514,-2.0158,-0.21297,10.218224,0.929555
-1.043701,0.583737,-0.001405,0.000484,0.986741,0.237236,1.993774,-1.9413,-0.185208,9.388986,0.731044
-0.994775,0.554989,-0.001738,-0.000182,0.902133,0.223012,1.905756,-1.857349,-0.154253,8.466331,0.522037
-0.948001,0.528334,-0.00197,-0.000759,0.808493,0.205184,1.808583,-1.763925,-0.1201,7.450684,0.307442
-0.905317,0.501686,-0.002102,-0.001219,0.705846,0.184226,1.702428,-1.661006,-0.082742,6.348837,0.096622
-0.868316,0.473206,-0.002142,-0.00155,0.596348,0.161429,1.589666,-1.55068,-0.043088,5.252109,-0.067508
-0.836244,0.444441,-0.002099,-0.001749,0.49233,0.141275,1.483027,-1.445379,-0.006515,4.231952,-0.180079
-0.808661,0.415933,-0.001984,-0.001828,0.395784,0.124073,1.384553,-1.34723,0.026049,3.290768,-0.247568
-0.785345,0.387853,-0.001806,-0.001799,0.306566,0.109273,1.294115,-1.25625,0.054584,2.428706,-0.273339
-0.76608,0.360414,-0.001578,-0.001676,0.224491,0.09622,1.211559,-1.172459,0.079073,1.645549,-0.261723
-0.750664,0.333887,-0.001311,-0.001472,0.149336,0.08415,1.136707,-1.095877,0.099498,0.940605,-0.218087
-0.738925,0.308621,-0.001016,-0.001198,0.080841,0.072112,1.069362,-1.02652,0.115839,0.312614,-0.148824
-0.73086,0.285362,-0.000701,-0.000868,0.018518,0.057785,1.009317,-0.964409,0.128078,-0.240279,-0.061274
-0.726717,0.265353,-0.000372,-0.000492,-0.037877,0.039513,0.956363,-0.909562,0.136198,-0.72046,0.036467
-0.726825,0.249942,-0.000033,-0.000081,-0.088227,0.016342,0.91031,-0.861999,0.14018,-1.130657,0.13585
-0.731546,0.24057,0.000312,0.000354,-0.132041,-0.012145,0.871006,-0.821737,0.140005,-1.473594,0.228286
-0.741203,0.238786,0.000653,0.000794,-0.168458,-0.045586,0.838356,-0.788795,0.135657,-1.751515,0.305697
-0.755992,0.246248,0.000979,0.001217,-0.196392,-0.08267,0.812353,-0.763187,0.12713,-1.965622,0.361178
-0.775885,0.264709,0.00128,0.001608,-0.214814,-0.121186,0.793087,-0.744923,0.114431,-2.11554,0.389784
-0.800529,0.29596,0.001547,0.001952,-0.223064,-0.158326,0.780757,-0.734012,0.097566,-2.199962,0.38803
-0.829311,0.341094,0.001769,0.002234,-0.221582,-0.189941,0.775363,-0.730108,0.077015,-2.229099,0.34376
-0.861255,0.396541,0.001935,0.002441,-0.214448,-0.208209,0.775346,-0.731126,0.055573,-2.206939,0.284295
-0.893745,0.459531,0.00205,0.002582,-0.203379,-0.21434,0.780471,-0.736716,0.033726,-2.131764,0.221082
-0.924284,0.527428,0.002123,0.00267,-0.189,-0.210225,0.790777,-0.746882,0.011486,-2.002922,0.15975
-0.950762,0.597271,0.002163,0.002716,-0.171609,-0.197072,0.80628,-0.76163,-0.011135,-1.820376,0.10583
-0.971463,0.665853,0.00218,0.002734,-0.151321,-0.175524,0.826974,-0.780965,-0.034124,-1.584662,0.064367
-0.985032,0.729802,0.002182,0.002736,-0.128135,-0.145733,0.852831,-0.804893,-0.057471,-1.296781,0.039634
-0.990404,0.785671,0.002174,0.002723,-0.101942,-0.107382,0.883808,-0.833424,-0.081172,-0.958034,0.03494
-0.986721,0.830014,0.002154,0.002691,-0.07249,-0.059661,0.919851,-0.866572,-0.105234,-0.569853,0.052574
-0.973547,0.859849,0.002124,0.002637,-0.038793,-0.004922,0.960898,-0.904353,-0.129662,-0.133774,0.093749
-0.951657,0.873947,0.002086,0.002559,0.000196,0.051919,1.006818,-0.946722,-0.154409,0.323545,0.137506
-0.925211,0.869178,0.002039,0.002452,0.039419,0.105915,1.051609,-0.988435,-0.174947,0.738853,0.168355
-0.897102,0.845919,0.00199,0.002319,0.07538,0.15348,1.090963,-1.025854,-0.18813,1.099775,0.194599
-0.867641,0.807185,0.001948,0.002165,0.108171,0.194108,1.124757,-1.058978,-0.19395,1.406496,0.207964
-0.836961,0.755827,0.001921,0.001994,0.137813,0.227258,1.152995,-1.087808,-0.192402,1.659958,0.203155
-0.805119,0.694558,0.001919,0.001811,0.16426,0.252387,1.17579,-1.112344,-0.183477,1.861643,0.177148
-0.77217,0.625984,0.001949,0.001619,0.187396,0.268982,1.193354,-1.132587,-0.167168,2.013529,0.128699
-0.738225,0.552608,0.002021,0.001423,0.207051,0.276592,1.206001,-1.148537,-0.143469,2.118146,0.057983
-0.703512,0.476839,0.002144,0.001227,0.223017,0.274846,1.214148,-1.160195,-0.112373,2.178709,-0.033702
-0.668427,0.400971,0.002322,0.001034,0.235069,0.263467,1.218334,-1.167559,-0.073872,2.199308,-0.14421
-0.633602,0.327157,0.002514,0.00082,0.242956,0.242151,1.219223,-1.170619,-0.027954,2.187204,-0.265355
-0.600451,0.258742,0.002641,0.000549,0.244662,0.202282,1.218311,-1.170082,0.023457,2.179431,-0.327959
-0.570219,0.203456,0.002631,0.00019,0.242602,0.149353,1.219827,-1.170209,0.06894,2.199311,-0.362654
-0.546638,0.163058,0.002407,-0.000298,0.238378,0.087404,1.223637,-1.171716,0.106546,2.2403,-0.385581
-0.533664,0.13815,0.001959,-0.000903,0.23368,0.018833,1.228995,-1.174593,0.136269,2.296173,-0.397132
-0.534875,0.12944,0.00143,-0.001495,0.230568,-0.05345,1.235317,-1.178829,0.158099,2.362136,-0.396695
-0.551564,0.136607,0.000968,-0.001944,0.231678,-0.113273,1.242184,-1.184415,0.172029,2.434855,-0.383164
-0.580394,0.15685,0.000693,-0.002148,0.236538,-0.152954,1.249342,-1.19134,0.17805,2.5124,-0.355284
-0.616958,0.187527,0.000691,-0.002038,0.243884,-0.174854,1.256695,-1.199594,0.176155,2.594168,-0.311863
-0.656517,0.22631,0.00093,-0.001669,0.253022,-0.180526,1.264303,-1.209166,0.166335,2.680798,-0.251842
-0.694185,0.270891,0.001345,-0.001126,0.263581,-0.170894,1.27238,-1.220048,0.148582,2.771967,-0.17817
-0.725552,0.317905,0.001872,-0.000495,0.27463,-0.14774,1.280669,-1.231477,0.124272,2.839722,-0.137359
-0.749817,0.359871,0.002437,0.000142,0.281706,-0.119139,1.285766,-1.23902,0.101553,2.86756,-0.108255
-0.766157,0.393298,0.002964,0.000704,0.284175,-0.085878,1.286895,-1.241926,0.081809,2.85451,-0.082445
-0.77359,0.415613,0.003378,0.001115,0.282341,-0.047964,1.2839,-1.240199,0.065036,2.799236,-0.061378
-0.772531,0.425778,0.003616,0.001308,0.276417,-0.011475,1.276656,-1.233842,0.051233,2.700703,-0.0461
-0.764361,0.424015,0.003657,0.001269,0.266445,0.022589,1.265061,-1.222858,0.040398,2.558116,-0.037245
-0.750341,0.410692,0.00352,0.001045,0.252481,0.054403,1.249041,-1.20725,0.032528,2.370885,-0.035008
-0.731587,0.386264,0.003228,0.000686,0.234607,0.084196,1.22854,-1.18702,0.027622,2.138598,-0.039115
-0.709082,0.351243,0.002803,0.000241,0.212942,0.112261,1.203526,-1.162173,0.025677,1.861018,-0.048762
-0.683673,0.306176,0.002267,-0.000239,0.187659,0.138982,1.173988,-1.13271,0.026692,1.538093,-0.062529
-0.656059,0.251628,0.001642,-0.000705,0.159013,0.164874,1.139939,-1.098635,0.030665,1.169989,-0.07825
-0.626781,0.188161,0.000885,-0.001074,0.127389,0.190639,1.101421,-1.060016,0.037625,0.757166,-0.092838
-0.596183,0.116315,0.00011,-0.001275,0.093382,0.217252,1.05851,-1.016765,0.047592,0.304916,-0.099919
-0.564572,0.037449,-0.000582,-0.001403,0.056356,0.236939,1.012831,-0.970402,0.059832,-0.11964,-0.070466
-0.536128,-0.039004,-0.001204,-0.001655,0.005557,0.190688,0.973326,-0.930085,0.069995,-0.467665,-0.026296
-0.519255,-0.101601,-0.001759,-0.00182,-0.050619,0.071263,0.941407,-0.897373,0.077342,-0.739466,0.019946
-0.522959,-0.139487,-0.00213,-0.001821,-0.08674,-0.084604,0.916979,-0.872268,0.081871,-0.936319,0.063081
-0.556217,-0.1418,-0.002176,-0.001565,-0.093616,-0.227564,0.899973,-0.854778,0.083578,-1.059292,0.098864
-0.620235,-0.105055,-0.001815,-0.00101,-0.089918,-0.298706,0.890353,-0.844906,0.082462,-1.109027,0.124424
-0.699201,-0.042582,-0.001149,-0.000257,-0.088899,-0.307219,0.888126,-0.842663,0.078518,-1.085576,0.138609
-0.774677,0.029992,-0.000332,0.000544,-0.089923,-0.268848,0.893336,-0.848056,0.071741,-0.988346,0.142173
-0.828485,0.096326,0.000444,0.001209,-0.089728,-0.174153,0.90607,-0.861099,0.062126,-0.816174,0.137774
-0.847421,0.142231,0.000986,0.001554,-0.074717,-0.031882,0.926443,-0.881808,0.049663,-0.567518,0.129754
-0.835389,0.166388,0.00125,0.001555,-0.036727,0.102151,0.95459,-0.910205,0.034341,-0.240723,0.123754
-0.800646,0.170841,0.001233,0.001235,0.016116,0.209301,0.990652,-0.946318,0.016148,0.153639,0.12013
-0.751861,0.156959,0.000934,0.000628,0.068926,0.275827,1.03127,-0.986695,-0.003186,0.527396,0.097533
-0.698472,0.127253,0.000387,-0.000206,0.103914,0.291554,1.06636,-1.021349,-0.018647,0.839379,0.082875
-0.648651,0.089955,-0.000342,-0.001171,0.120294,0.255758,1.095064,-1.04962,-0.029905,1.087338,0.071842
-0.610098,0.053598,-0.001161,-0.002135,0.12581,0.172937,1.117251,-1.071507,-0.03696,1.270096,0.059156
-0.590268,0.026393,-0.001937,-0.002906,0.132286,0.058038,1.132848,-1.087011,-0.039811,1.387072,0.041408
-0.591273,0.012028,-0.00257,-0.003338,0.143707,-0.032352,1.141832,-1.096132,-0.038459,1.438116,0.01672
-0.608355,0.008375,-0.003052,-0.003423,0.151437,-0.090799,1.144222,-1.09887,-0.032903,1.423417,-0.015459
-0.636497,0.012599,-0.003384,-0.003159,0.150946,-0.12564,1.140081,-1.095225,-0.023144,1.343507,-0.054445
-0.670806,0.021685,-0.003565,-0.002547,0.1408,-0.141431,1.129518,-1.085197,-0.009182,1.199307,-0.098322
-0.706433,0.032573,-0.003597,-0.001587,0.121089,-0.139656,1.112696,-1.068785,0.008984,0.99226,-0.143864
-0.738491,0.04232,-0.003477,-0.000279,0.093085,-0.119257,1.089842,-1.04599,0.031353,4.218207,-0.389594
1.672225,1.911977,0.002115,-0.00421,0.58612,0.312792,2.514262,-2.398739,-0.411641,14.679735,2.278508
1.689254,1.813642,0.000783,-0.005248,0.528781,0.267569,2.466546,-2.357549,-0.376128,14.24141,2.037687
1.701606,1.728387,-0.000472,-0.006224,0.47335,0.223877,2.420175,-2.317157,-0.341777,13.812737,1.809309
1.709121,1.655557,-0.001651,-0.007139,0.419829,0.181717,2.375132,-2.277564,-0.308587,13.393746,1.593186
1.711658,1.594494,-0.002753,-0.007992,0.368217,0.141087,2.331397,-2.23877,-0.276558,12.984461,1.389119
1.7091,1.544541,-0.003779,-0.008784,0.318514,0.101988,2.288948,-2.200774,-0.245691,12.584895,1.196899
1.701355,1.505045,-0.004729,-0.009516,0.270719,0.06442,2.247764,-2.163578,-0.215986,12.195056,1.016301
1.688357,1.475355,-0.005602,-0.010185,0.224834,0.028383,2.207824,-2.127179,-0.187442,11.814942,0.847095
1.670065,1.454827,-0.0064,-0.010793,0.180858,-0.006122,2.169104,-2.09158,-0.160059,11.444542,0.689034
1.646468,1.442828,-0.007125,-0.011337,0.138791,-0.039097,2.13158,-2.056779,-0.133838,11.083836,0.541867
1.617586,1.43873,-0.007779,-0.011816,0.098632,-0.070541,2.095227,-2.022777,-0.108778,10.732793,0.40533
1.583465,1.441923,-0.008362,-0.01223,0.060383,-0.100454,2.060021,-1.989573,-0.08488,10.391373,0.27915
1.544186,1.451808,-0.008876,-0.012576,0.024043,-0.128835,2.025935,-1.957168,-0.062144,10.059523,0.163048
1.499859,1.467802,-0.009324,-0.012854,-0.010388,-0.155686,1.992944,-1.925561,-0.040569,9.737185,0.056738
1.450625,1.489345,-0.009705,-0.013066,-0.04291,-0.181006,1.96102,-1.894752,-0.020158,9.424285,-0.040073
1.396658,1.515892,-0.010021,-0.013211,-0.073524,-0.204794,1.930137,-1.86474,-0.000914,9.120744,-0.127685
1.338162,1.546924,-0.010271,-0.013291,-0.102228,-0.227052,1.900268,-1.835522,0.017163,8.826471,-0.206399
1.275373,1.581944,-0.010457,-0.013306,-0.129023,-0.247779,1.871387,-1.807099,0.034069,8.541369,-0.276523
1.208557,1.620481,-0.010579,-0.013258,-0.153909,-0.266974,1.843467,-1.77947,0.049803,8.26533,-0.338366
1.138008,1.66209,-0.010638,-0.013147,-0.176886,-0.284639,1.816481,-1.752633,0.064362,7.998242,-0.392239
1.06405,1.706354,-0.010635,-0.012974,-0.197955,-0.300772,1.790405,-1.726587,0.077745,7.739985,-0.438455
0.987035,1.752882,-0.010569,-0.012739,-0.217114,-0.315375,1.765212,-1.701331,0.089949,7.490437,-0.477327
0.907337,1.801313,-0.010442,-0.012445,-0.234364,-0.328446,1.74088,-1.676865,0.100973,7.24947,-0.509169
0.825359,1.85131,-0.010255,-0.012091,-0.249705,-0.339987,1.717385,-1.653188,0.110813,7.016958,-0.534292
0.741523,1.902569,-0.010008,-0.011679,-0.263137,-0.349996,1.694706,-1.630297,0.119469,6.792771,-0.553007
0.656274,1.954807,-0.009701,-0.011209,-0.27466,-0.358475,1.672823,-1.608193,0.126938,6.576785,-0.565624
0.570075,2.007768,-0.009335,-0.010683,-0.284274,-0.365422,1.651716,-1.586874,0.133218,6.368877,-0.572448
0.483406,2.061221,-0.008912,-0.010103,-0.29198,-0.370838,1.63137,-1.56634,0.138307,6.16893,-0.573782
0.396763,2.114953,-0.008433,-0.009478,-0.297776,-0.374724,1.61177,-1.546588,0.142202,5.976838,-0.569927
0.310654,2.168771,-0.007904,-0.008815,-0.301663,-0.377078,1.592903,-1.527623,0.144902,5.792501,-0.561175
0.961365,2.01329,-0.005924,-0.008514,-0.218029,-0.320087,1.574761,-1.509447,0.146405,5.615835,-0.547819
0.891536,2.051082,-0.005873,-0.008034,-0.213164,-0.317728,1.557335,-1.492064,0.146708,5.44677,-0.530141
0.824028,2.086869,-0.005679,-0.007518,-0.20599,-0.314336,1.540623,-1.47548,0.145809,5.285253,-0.508417
0.759236,2.120356,-0.005317,-0.006969,-0.196508,-0.309911,1.524621,-1.459698,0.143707,5.131251,-0.482917
0.697546,2.151245,-0.004808,-0.006393,-0.184717,-0.304451,1.509334,-1.444723,0.140398,4.984752,-0.453899
0.639332,2.179235,-0.004179,-0.005798,-0.170618,-0.297958,1.494766,-1.430558,0.135881,4.845769,-0.421609
0.58495,2.204015,-0.003456,-0.005194,-0.15421,-0.290432,1.480926,-1.417208,0.130154,4.714353,-0.386297
0.534719,2.225265,-0.002666,-0.004588,-0.135489,-0.28188,1.467832,-1.404682,0.123224,4.592365,-0.351817
0.487743,2.242851,-0.001835,-0.003989,-0.114084,-0.27307,1.455931,-1.393354,0.115854,4.484303,-0.321573
0.443207,2.256387,-0.000992,-0.003402,-0.089799,-0.264527,1.44553,-1.383489,0.108577,4.391033,-0.293162
0.401034,2.265791,-0.000159,-0.002834,-0.068008,-0.255686,1.436628,-1.375091,0.101392,4.312576,-0.266457
0.361181,2.272139,0.00065,-0.002294,-0.052436,-0.246159,1.429227,-1.368165,0.094299,4.248952,-0.241325
0.323633,2.276665,0.001421,-0.001788,-0.043085,-0.235946,1.423328,-1.362717,0.087298,4.200178,-0.217625
0.288393,2.280594,0.002141,-0.001326,-0.039954,-0.225046,1.418929,-1.358751,0.080389,4.166269,-0.19521
0.255489,2.285152,0.002799,-0.000913,-0.043042,-0.213459,1.416032,-1.356274,0.073572,4.147237,-0.173929
0.224971,2.29156,0.003389,-0.000555,-0.05235,-0.201186,1.414637,-1.35529,0.066847,4.143091,-0.153628
0.196913,2.301034,0.003922,-0.000248,-0.067878,-0.188226,1.414743,-1.355804,0.060213,4.153839,-0.134152
0.171412,2.314788,0.004407,0.00001,-0.089627,-0.17458,1.41635,-1.357822,0.053672,4.179483,-0.115348
0.148587,2.334033,0.004852,0.000221,-0.117595,-0.160246,1.419458,-1.361349,0.047222,4.220025,-0.097064
0.128582,2.359975,0.005273,0.000386,-0.151783,-0.145227,1.424064,-1.366386,0.040862,4.275462,-0.07915
0.111557,2.393819,0.005684,0.000504,-0.19219,-0.12952,1.430169,-1.372931,0.034589,4.345788,-0.061466
0.097696,2.436766,0.006099,0.000576,-0.238818,-0.113127,1.437772,-1.380986,0.028399,4.430997,-0.043873
0.087226,2.489343,0.006529,0.0006,-0.281944,-0.095782,1.44687,-1.39055,0.022291,4.5299,-0.026254
0.08055,2.547128,0.006943,0.000576,-0.294133,-0.076728,1.457048,-1.401208,0.016263,4.624871,-0.008567
0.078026,2.603822,0.007298,0.000501,-0.275987,-0.055931,1.465862,-1.410514,0.010332,4.702334,0.009375
0.080004,2.653379,0.007548,0.000374,-0.22792,-0.033395,1.472898,-1.41805,0.004497,4.761923,0.027452
1.321449,2.271926,0.008442,0.003045,0.210795,-0.03061,1.478151,-1.423809,-0.001245,4.803622,0.045498
1.325996,2.224495,0.008103,0.003087,0.212697,-0.012321,1.481622,-1.427786,-0.006897,4.827419,0.063359
1.333512,2.176589,0.007711,0.003059,0.216046,0.004719,1.483308,-1.429976,-0.012461,4.833302,0.080889
1.343779,2.127868,0.007262,0.002959,0.220843,0.02051,1.483208,-1.430372,-0.017939,4.821264,0.097949
1.35657,2.077998,0.006755,0.002784,0.227086,0.035051,1.481322,-1.42897,-0.023336,4.791299,0.114407
1.371651,2.026647,0.006183,0.002532,0.234777,0.048342,1.477647,-1.425764,-0.028653,4.743404,0.130132
0.749004,2.285668,0.004542,0.000832,0.256557,-0.016706,1.472184,-1.420748,-0.033894,4.677577,0.144999
0.751623,2.233723,0.004265,0.000772,0.240891,-0.022284,1.464932,-1.413915,-0.039057,4.593818,0.15888
0.753135,2.184909,0.004006,0.000681,0.225575,-0.025478,1.45589,-1.405261,-0.044136,4.492127,0.17165
0.28534,2.242763,0.001477,-0.003306,0.447838,0.092984,1.445058,-1.394779,-0.049124,4.37251,0.183179
0.307359,2.151703,0.000465,-0.003748,0.444782,0.083628,1.432436,-1.382462,-0.054016,4.234971,0.193335
0.326528,2.062929,-0.000501,-0.004162,0.427432,0.070078,1.418023,-1.368305,-0.058805,4.079519,0.201979
0.342187,1.979357,-0.001393,-0.004537,0.395788,0.052334,1.40182,-1.3523,-0.063484,3.906163,0.208964
0.353726,1.903882,-0.002179,-0.00486,0.350501,0.030698,1.383827,-1.334442,-0.068046,3.714917,0.214135
0.361052,1.838221,-0.00284,-0.005125,0.301448,0.009742,1.364043,-1.314725,-0.072486,3.505796,0.217322
0.364712,1.782552,-0.003365,-0.005332,0.252078,-0.008939,1.342471,-1.293141,-0.076797,3.278819,0.218341
0.3653,1.736944,-0.003748,-0.005478,0.20239,-0.025344,1.31911,-1.269686,-0.080973,3.036981,0.215506
0.362747,1.701537,-0.003981,-0.005564,0.153243,-0.039903,1.294791,-1.245213,-0.084579,2.802022,0.201354
0.355526,1.676302,-0.004071,-0.005593,0.107096,-0.053843,1.27188,-1.222189,-0.086386,2.583014,0.181945
0.343614,1.660641,-0.00403,-0.005571,0.064112,-0.067246,1.25052,-1.200785,-0.086311,2.379801,0.158795
0.327037,1.653896,-0.003875,-0.005504,0.024292,-0.080111,1.230708,-1.181013,-0.084353,2.192288,0.132708
