9;12;
12;1.634683;1.224917;1.225963;1.641342;12;12;12;12;5.49549;4.812606;12;12;12;1.630352;1.224238;1.226661;1.645797-89.89281;0;0;0:12;12;12;12;12;6.055945;12;12;1.500001;6.162534;12;12;1.381119;1.118034;1.166504;1.684155;12;12116.565;0;0;0:5.5;12;8.208687;12;12;6.055944;12;12;1.5;11.52909;12;4.793319;6.630934;12;8.130478;12;7.586134;6.162535-63.43495;0;0;0:12;5.116933;5.748192;12;12;2.018648;1.742641;2.018647;12;2.292856;1.762267;1.867726;11.25481;12;12;5.199851;6.075323;12105.9454;0;0;0:2.5;12;12;5.44943;7.5;12;8.106602;12;7.5;6.701523;5.477703;5.695414;12;2.05355;1.150047;1.035815;1.179456;12-178.8767;0;0;0:
12;1.634683;1.224917;1.225963;1.641342;12;12;12;12;5.49549;4.812606;12;12;12;1.630352;1.224238;1.226661;1.645797-89.89281;0;0;0:12;12;12;12;12;6.055945;12;12;1.500001;6.162534;12;12;1.381119;1.118034;1.166504;1.684155;12;12116.565;0;0;0:5.5;12;8.208687;12;12;6.055944;12;12;1.5;11.52909;12;4.793319;6.630934;12;8.130478;12;7.586134;6.162535-63.43495;0;0;0:12;5.116933;5.748192;12;12;2.018648;1.742641;2.018647;12;2.292856;1.762267;1.867726;11.25481;12;12;5.199851;6.075323;12105.9454;0;0;0:2.5;12;12;5.44943;7.5;12;8.106602;12;7.5;6.701523;5.477703;5.695414;12;2.05355;1.150047;1.035815;1.179456;12-178.8767;0;0;0:
12;1.634683;1.224917;1.225963;1.641342;12;12;12;12;5.49549;4.812606;12;12;12;1.630352;1.224238;1.226661;1.645797-89.89281;0;0;0:12;12;12;12;12;6.055945;12;12;1.500001;6.162534;12;12;1.381119;1.118034;1.166504;1.684155;12;12116.565;0;0;0:5.5;12;8.208687;12;12;6.055944;12;12;1.5;11.52909;12;4.793319;6.630934;12;8.130478;12;7.586134;6.162535-63.43495;0;0;0:12;5.116933;5.748192;12;12;2.018648;1.742641;2.018647;12;2.292856;1.762267;1.867726;11.25481;12;12;5.199851;6.075323;12105.9454;0;0;0:2.5;12;12;5.44943;7.5;12;8.106602;12;7.5;6.701523;5.477703;5.695414;12;2.05355;1.150047;1.035815;1.179456;12-178.8767;0;0;0:
12;9.982455;1.33573;1.190564;1.358105;12;12;12;12;5.495491;4.812606;12;12;12;1.630352;1.224238;1.226661;1.645797-79.25653;0;0;0:12;12;12;12;7.855333;6.147542;12;12;1.390518;6.162534;12;12;1.381119;1.118034;1.166504;1.684155;12;12112.8777;0;0;0:5.053143;12;8.634144;10.01672;12;6.07772;12;12;1.745206;11.52909;12;4.793319;6.630934;12;8.130478;12;7.586134;6.162533-58.23708;0;0;0:12;5.116933;5.748192;12;12;2.018648;1.742641;2.018647;12;2.292856;1.762267;1.867726;11.25481;12;12;5.199851;6.075323;12105.9454;0;0;0:2.5;12;12;5.44943;7.5;12;8.106602;12;7.5;6.701523;5.477703;5.695414;12;2.05355;1.150047;1.035815;1.179456;12-178.8767;0;0;0:
12;10.26318;1.407565;1.194157;1.300614;2.289456;12;12;12;5.480939;4.807079;12;12;12;1.636227;1.225804;1.226783;1.642469-75.38747;-0.3027705;0;-0.2524486:12;12;12;12;7.206433;6.199599;12;12;1.359188;6.156856;12;12;1.381553;1.116855;1.164007;1.675478;12;12111.5583;0.2787278;0;0.2787977:4.954509;12;8.946096;9.103138;12;6.130705;12;12;1.909397;11.52612;12;4.787097;6.662912;12;8.123207;12;7.6128;6.159556-56.3503;-0.3526382;0;0.1763366:12;5.127345;5.640049;12;12;1.94227;1.746109;2.11633;12;2.29212;1.76201;1.86761;11.25451;12;12;5.199526;6.074156;12103.0976;0.07562274;0;-0.03187058:12;12;12;5.409552;12;12;8.151442;12;6.28538;6.700006;5.477183;5.695349;12;2.05565;1.150353;1.036001;1.179576;12178.2163;0.07408512;0;-0.03494581:
12;10.81473;1.484519;1.203615;1.265316;1.903927;12;12;12;5.466805;4.801682;12;12;12;1.642062;1.227362;1.226927;1.639285-72.25914;-0.02624598;0;-0.02180317:12;12;12;12;6.940156;6.252364;12;12;1.336037;6.151314;12;12;1.38201;1.115721;1.161591;1.667136;12;12110.4951;0.02418986;0;0.02409324:4.890719;12;9.362101;8.773371;12;6.194557;7.281276;12;2.115047;11.52323;12;4.781025;6.706064;12;8.116097;12;7.640479;6.156672-54.82543;-0.03050128;0;0.01523317:6.400063;5.167731;5.607291;12;11.48894;1.89043;1.754143;2.220757;12;2.289408;1.761064;1.867187;11.25341;12;12;5.198327;6.069853;12100.7328;0.03139319;0;-0.01324083:12;12;12;5.411728;12;12;8.262545;12;5.954492;6.694397;5.475251;5.69511;12;2.063525;1.151491;1.036688;1.180025;12175.8059;0.030952;0;-0.0145778:
12;10.81473;1.484519;1.203615;1.265316;1.903927;12;12;12;5.466805;4.801682;12;12;12;1.642062;1.227362;1.226927;1.639285-72.25914;0;0;0:12;12;12;12;6.940156;6.252364;12;12;1.336037;6.151314;12;12;1.38201;1.115721;1.161591;1.667136;12;12110.4951;0;0;0:4.890719;12;9.362101;8.773371;12;6.194557;7.281276;12;2.115047;11.52323;12;4.781025;6.706064;12;8.116097;12;7.640479;6.156672-54.82543;0;0;0:6.400063;5.167731;5.607291;12;11.48894;1.89043;1.754143;2.220757;12;2.289408;1.761064;1.867187;11.25341;12;12;5.198327;6.069853;12100.7328;0;0;0:12;12;12;5.411728;12;12;8.262545;12;5.954492;6.694397;5.475251;5.69511;12;2.063525;1.151491;1.036688;1.180025;12175.8059;0;0;0:
12;12;1.643905;1.228755;1.22846;1.642025;12;12;12;5.443338;4.79266;12;12;12;1.652035;1.230027;1.227218;1.634098-67.69482;-0.06853718;0;-0.05709445:12;12;12;12;6.665944;6.35015;12;12;1.305218;6.142054;12;12;1.38285;1.11387;1.157604;1.653478;12;12108.9486;0.06299838;0;0.06306371:4.819008;12;12;8.461106;12;6.328414;6.78485;12;12;11.51847;12;4.770883;12;12;8.104205;12;7.691355;6.15191-52.60144;-0.07975358;0;0.03986715:5.760275;5.287747;5.644297;12;11.00721;1.829018;1.775811;2.44366;12;2.282797;1.75875;1.866153;11.25072;12;12;5.195389;6.059354;1297.19606;0.08219246;0;-0.03463854:12;12;6.810326;5.475414;12;9.996215;8.599541;12;5.656126;6.680742;5.470519;5.694533;12;2.083515;1.154286;1.038378;1.181128;12172.2049;0.08062167;0;-0.03805857:
11.47302;12;1.905068;1.267942;1.207025;1.49078;12;12;12;5.416319;4.782176;12;12;12;1.663983;1.23322;1.227636;1.628278-63.28098;-0.09496582;0;-0.07905939:12;12;12;12;6.468863;6.473698;12;12;1.278328;6.131294;12;12;1.383948;1.111784;1.15305;1.638033;12;12107.4601;0.08739221;0;0.08737412:4.769922;12;12;8.264228;12;6.519372;6.503765;12;12;11.51302;12;4.759106;12;12;8.090357;12;7.760393;6.146457-50.45209;-0.1105406;0;0.05528508:5.455456;5.497712;5.7969;12;2.546126;1.783813;1.809942;2.871254;12;2.272939;1.755283;1.864614;11.24667;12;12;5.190972;6.043665;1293.69647;0.1138585;0;-0.04799422:12;12;6.071296;5.621289;12;8.734779;9.3909;12;5.484339;6.660379;5.463389;5.693655;12;2.115784;1.158526;1.040939;1.182806;12168.647;0.1117889;0;-0.05281541:
11.37608;12;9.911729;1.336428;1.197905;1.375364;12;12;12;5.380921;4.768295;12;12;12;1.680425;1.237611;1.228327;1.620916-58.16309;-0.08934522;0;-0.07444522:12;12;12;12;6.292458;6.66853;12;12;1.250161;6.11705;12;12;1.385608;1.109131;1.14715;1.618255;12;12105.7413;0.08223775;0;0.08221725:4.735192;12;12;8.122119;12;6.866762;6.288961;12;12;11.50594;12;4.743532;12;12;8.071982;12;7.881706;6.13938-47.96119;-0.1039861;0;0.05198792:5.258733;5.952191;6.266392;12;2.233912;1.747575;1.870377;11.31154;12;2.25816;1.75005;1.862311;11.24051;12;12;5.184272;6.02007;1289.54855;0.107127;0;-0.04514851:12;12;5.696326;5.949504;12;8.272197;12;12;5.386109;6.629868;5.452538;5.692324;12;2.171335;1.165038;1.044869;1.185394;12164.4364;0.1050507;0;-0.04976429:
